ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300955.SZ,20240617,13.37,13.37,12.81,12.95,13.35,-0.4,-2.9963,10551.0,13713.213
002445.SZ,20240617,1.73,1.74,1.7,1.73,1.74,-0.01,-0.5747,262368.66,45199.411
600630.SH,20240617,8.5,8.53,8.39,8.41,8.56,-0.15,-1.7523,113423.62,95631.678
000726.SZ,20240617,7.07,7.13,6.98,7.07,7.12,-0.05,-0.7022,73036.01,51457.808
600654.SH,20240617,2.19,2.26,2.18,2.24,2.25,-0.01,-0.4444,44138.0,9835.69
002042.SZ,20240617,3.96,4.01,3.84,3.87,3.96,-0.09,-2.2727,205191.0,80292.697
301171.SZ,20240617,15.2,15.24,14.97,15.08,15.26,-0.18,-1.1796,58267.67,88003.197
000789.SZ,20240617,4.65,4.66,4.54,4.58,4.68,-0.1,-2.1368,75785.76,34837.17
600463.SH,20240617,8.16,8.78,8.15,8.5,8.32,0.18,2.1635,61115.0,51798.461
300237.SZ,20240617,1.15,1.15,1.1,1.11,1.16,-0.05,-4.3103,307285.09,34386.814
002640.SZ,20240617,1.65,1.68,1.64,1.67,1.69,-0.02,-1.1834,288008.0,47858.001
603590.SH,20240617,26.27,26.66,26.22,26.26,26.48,-0.22,-0.8308,4954.54,13075.443
300573.SZ,20240617,185.0,189.27,183.56,185.6,185.0,0.6,0.3243,37486.6,697597.117
600565.SH,20240617,0.95,0.95,0.95,0.95,0.9,0.05,5.5556,67780.0,6439.1
002218.SZ,20240617,3.17,3.18,3.12,3.14,3.19,-0.05,-1.5674,266327.71,83688.927
603768.SH,20240617,11.87,12.09,11.76,11.79,11.99,-0.2,-1.6681,15879.38,18847.736
603033.SH,20240617,12.59,12.64,12.41,12.49,12.59,-0.1,-0.7943,17373.0,21714.668
605228.SH,20240617,9.48,9.57,9.2,9.2,9.42,-0.22,-2.3355,33109.0,30810.872
300908.SZ,20240617,30.23,30.4,29.4,29.48,30.41,-0.93,-3.0582,7990.47,23786.274
688639.SH,20240617,90.62,91.02,89.53,89.69,90.12,-0.43,-0.4771,9460.15,85376.722
002522.SZ,20240617,3.4,3.4,3.3,3.31,3.4,-0.09,-2.6471,69376.51,23111.273
603050.SH,20240617,25.75,25.88,25.65,25.79,25.79,0.0,0.0,41561.57,107210.415
002066.SZ,20240617,8.18,8.21,8.06,8.09,8.23,-0.14,-1.7011,17586.01,14269.001
