ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250114,11.38,0.4249,1.0105,0.96,4.7538,4.7442,0.5312,1.3409,1.4857,8.4798,8.4798,1940591.8198,1940561.7528,816049.809,22083934.9093,22083592.7469
000002.SZ,20250114,6.91,1.149,1.7245,1.22,6.7782,,0.3521,0.177,0.2085,0.0,,1193070.9471,971693.5865,647412.5074,8244120.2445,6714402.6827
000004.SZ,20250114,13.2,6.2175,8.4074,0.93,,,10.9387,15.8786,16.5801,0.0,,13238.0282,12628.8093,9339.3905,174741.9722,166700.2828
000006.SZ,20250114,6.86,1.621,2.5728,0.85,,,1.4361,3.295,1.3601,0.0,,134999.5046,134998.7396,85059.9248,926096.6016,926091.3537
000007.SZ,20250114,7.03,1.113,1.8124,0.96,67.7114,86.0664,18.8894,11.2554,11.2075,0.0,,34644.8044,34644.8044,21275.216,243552.9749,243552.9749
000008.SZ,20250114,2.76,4.0513,6.7023,1.19,,,2.2204,2.985,3.2695,0.0,,271637.7683,268602.4366,162360.5909,749720.2405,741342.725
000009.SZ,20250114,8.58,0.7346,1.2211,1.53,29.2543,47.7634,2.1808,0.7209,1.0627,0.5245,0.5245,257921.3965,255143.0324,153491.7552,2212965.582,2189127.218
000010.SZ,20250114,3.14,9.1644,10.1741,1.03,,,16.5032,11.9172,8.779,0.0,,114965.2292,52595.1361,47375.6697,360990.8197,165148.7274
000011.SZ,20250114,8.38,0.7836,2.2059,1.3,10.7633,21.1405,1.1151,1.6844,2.6915,3.7232,3.7232,59597.9092,52647.5543,18702.6342,499430.4791,441186.505
000012.SZ,20250114,5.03,0.812,1.3593,1.46,9.3292,15.8353,1.0977,0.8489,0.9332,4.9702,4.9702,307069.2107,195927.9645,117033.375,1544558.1298,985517.6614
000014.SZ,20250114,10.31,1.8463,2.7981,1.18,4.7828,33.9356,1.5088,1.7963,5.1253,2.0951,2.0951,24204.6224,24204.6224,15971.0154,249549.6569,249549.6569
000016.SZ,20250114,6.07,0.6289,0.9359,0.06,,,3.6156,0.8189,1.3177,0.0,,240794.5408,159659.38,107284.6868,1461622.8627,969132.4366
000017.SZ,20250114,5.77,5.8048,7.3442,0.65,222.1321,196.18,12.5769,6.9951,7.9621,0.0,,68918.4933,30298.4965,23947.6218,397659.7063,174822.3248
000019.SZ,20250114,6.25,1.9763,3.0385,1.6,20.7097,22.6402,1.4886,1.1637,1.3067,3.2,3.2,115253.5254,41621.6407,27071.6427,720334.5338,260135.2544
000020.SZ,20250114,12.16,1.285,3.7622,1.02,258.0693,227.4122,9.0335,4.7392,4.7102,0.0,,28316.1227,18116.5391,6187.5497,344324.052,220297.1155
000021.SZ,20250114,18.4,3.1309,4.781,1.27,44.5466,33.4104,2.4831,2.013,2.03,0.7065,0.7065,156058.7588,156042.3713,102186.4936,2871481.1619,2871179.6319
000025.SZ,20250114,15.97,1.5941,3.9312,1.66,58.2131,45.1012,4.0527,3.7277,2.5558,0.1941,0.1941,43105.832,39277.832,15926.7546,688400.137,627266.977
000026.SZ,20250114,9.8,1.2596,2.5302,1.07,11.935,14.9919,1.18,0.8702,0.9741,4.0828,4.0828,40576.4007,36270.7353,18055.9548,397648.7269,355453.2059
000027.SZ,20250114,6.17,0.2918,1.1683,1.16,14.347,25.6565,0.9743,0.7247,0.7062,2.269,2.269,475738.9916,475738.9916,118833.3328,2935309.5782,2935309.5782
000028.SZ,20250114,26.86,1.4042,4.0368,1.83,9.3477,10.1342,0.8258,0.1981,0.1984,2.5316,2.5316,55656.5077,47805.3713,16629.127,1494933.7968,1284052.2731
000029.SZ,20250114,14.3,0.3611,1.2243,1.14,,,3.9087,27.2501,37.5952,0.0,,101166.0,89166.0,26301.7736,1446673.8,1275073.8
000030.SZ,20250114,5.05,0.9122,3.1859,1.67,14.5584,13.2085,1.1413,0.5552,0.5372,4.8867,4.8867,174164.3085,169220.9461,48449.2428,879529.7579,854565.7778
000031.SZ,20250114,2.85,0.4708,1.8235,1.08,,,0.9293,0.3321,0.3341,0.0,,428631.3339,400288.7169,103339.4287,1221599.3016,1140822.8432
000032.SZ,20250114,16.31,2.1064,3.3641,1.14,56.304,39.2538,3.064,0.3298,0.2811,0.6744,0.6744,113795.9234,64476.3811,40372.2419,1856011.5107,1051609.7757
000034.SZ,20250114,32.3,3.8625,4.6583,1.34,18.457,17.8056,2.3357,0.1808,0.1702,1.3478,1.3478,66958.6506,55269.3874,45827.0568,2162764.4144,1785201.213
000035.SZ,20250114,4.52,0.8635,1.3689,1.05,33.5123,30.1282,1.042,2.1233,1.9361,0.4437,0.4437,250078.3182,242579.4086,153020.288,1130353.9983,1096458.9269
000036.SZ,20250114,4.02,1.6478,2.2974,1.54,73.0807,86.8813,1.1738,10.5545,12.3628,0.0,,148393.4025,148067.397,106200.3011,596541.4781,595230.9359
000037.SZ,20250114,7.72,1.4559,2.4655,1.38,1118.9118,,3.2867,7.8899,9.1839,0.0,,60276.2596,33889.5156,20012.2202,465332.7241,261627.0604
000039.SZ,20250114,7.58,0.8819,1.1425,1.18,97.0336,23.3081,0.8739,0.3198,0.2529,0.2871,0.2871,539252.0385,230140.7141,177640.7141,4087530.4518,1744466.6129
000042.SZ,20250114,4.27,1.1648,2.9071,0.93,,,0.5441,0.3725,0.3978,0.0,,66483.1139,66413.1202,26610.2745,283882.8964,283584.0233
000045.SZ,20250114,10.45,2.3331,4.7825,1.48,66.7752,57.7948,1.8078,1.7187,1.6116,0.622,0.622,50652.1849,45702.1849,22295.2413,529315.3322,477587.8322
000048.SZ,20250114,17.0,0.9314,2.1931,1.17,5.1622,8.2693,2.179,0.726,1.2725,2.1892,2.1892,53028.225,52675.975,22370.8801,901479.825,895491.575
