ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250122,11.09,0.6942,1.6508,1.56,4.6327,4.6233,0.5176,1.3067,1.4478,8.7015,8.7015,1940591.8198,1940561.7528,816049.809,21521163.2816,21520829.8386
000002.SZ,20250122,7.02,3.5492,5.3269,1.19,6.8861,,0.3577,0.1798,0.2119,0.0,,1193070.9471,971693.5865,647412.5074,8375358.0486,6821288.9772
000004.SZ,20250122,10.8,11.35,15.3476,1.34,,,8.9498,12.9916,13.5655,0.0,,13238.0282,12628.8093,9339.3905,142970.7046,136391.1404
000006.SZ,20250122,7.03,4.1437,6.5764,1.43,,,1.4717,3.3767,1.3938,0.0,,134999.5046,134998.7396,85059.9248,949046.5173,949041.1394
000007.SZ,20250122,6.97,1.049,1.7082,0.75,67.1335,85.3319,18.7282,11.1593,11.1119,0.0,,34644.8044,34644.8044,21275.216,241474.2867,241474.2867
000008.SZ,20250122,2.56,1.5072,2.4934,0.69,,,2.0595,2.7687,3.0326,0.0,,271637.7683,268602.4366,162360.5909,695392.6868,687622.2377
000009.SZ,20250122,8.56,0.4063,0.6754,0.77,29.1861,47.6521,2.1757,0.7192,1.0602,0.5257,0.5257,257921.3965,255143.0324,153491.7552,2207807.154,2184024.3573
000010.SZ,20250122,2.78,6.2007,6.8839,1.01,,,14.6111,10.5509,7.7724,0.0,,114965.2292,52595.1361,47375.6697,319603.3372,146214.4784
000011.SZ,20250122,8.33,0.7471,2.1031,0.92,10.699,21.0143,1.1084,1.6743,2.6754,3.7455,3.7455,59597.9092,52647.5543,18702.6342,496450.5836,438554.1273
000012.SZ,20250122,4.9,0.4459,0.7464,0.61,9.0881,15.426,1.0693,0.827,0.909,5.102,5.102,307069.2107,195927.9645,117033.375,1504639.1324,960047.0261
000014.SZ,20250122,10.01,2.0359,3.0854,1.02,4.6436,32.9481,1.4649,1.7441,4.9762,2.1578,2.1578,24204.6224,24204.6224,15971.0154,242288.2702,242288.2702
000016.SZ,20250122,5.12,9.3366,13.8946,0.49,,,3.0497,0.6907,1.1114,0.0,,240794.5408,159659.38,107284.6868,1232868.0489,817456.0256
000017.SZ,20250122,5.51,2.8677,3.6282,0.7,212.1227,187.34,12.0101,6.6799,7.6033,0.0,,68918.4933,30298.4965,23947.6218,379740.8981,166944.7157
000019.SZ,20250122,6.3,0.942,1.4483,0.67,20.8754,22.8214,1.5005,1.173,1.3171,3.1746,3.1746,115253.5254,41621.6407,27071.6427,726097.21,262216.3364
000020.SZ,20250122,12.84,3.6116,10.5744,1.58,272.5008,240.1293,9.5387,5.0042,4.9736,0.0,,28316.1227,18116.5391,6187.5497,363579.0155,232616.362
000021.SZ,20250122,19.86,5.1881,7.9224,1.12,48.0813,36.0614,2.6802,2.1727,2.1911,0.6546,0.6546,156058.7588,156042.3713,102186.4936,3099326.9498,3099001.494
