ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250509,11.15,0.5153,1.2253,1.1,4.8615,4.9546,0.4961,1.475,1.5277,8.6547,8.6547,1940591.8198,1940557.185,816045.2412,21637598.7908,21637212.6128
000002.SZ,20250509,6.78,0.7548,1.1328,0.84,,,0.4112,0.2357,0.2531,0.0,,1193070.9471,971693.5865,647412.5074,8089021.0213,6588082.5165
000004.SZ,20250509,7.73,12.5546,16.9764,1.49,,,19.5474,10.3719,10.0772,0.0,,13238.0282,12628.8093,9339.3905,102329.958,97620.6959
000006.SZ,20250509,6.44,1.8609,2.9534,0.92,,,1.6166,1.4335,1.1701,0.0,,134999.5046,134998.7396,85059.9248,869396.8096,869391.883
000007.SZ,20250509,7.1,2.8574,4.653,0.94,43.5964,42.7392,13.5879,8.0051,6.8443,0.0,,34644.8044,34644.8044,21275.216,245978.1112,245978.1112
000008.SZ,20250509,2.75,2.124,3.4885,1.03,,,2.4986,3.5879,3.516,0.0,,271637.7683,271623.3929,165381.5472,747003.8628,746964.3305
000009.SZ,20250509,8.03,0.7478,1.1467,0.77,119.9772,76.5857,2.0495,1.0239,1.0308,0.5604,0.5604,257921.3965,255143.0324,166387.8284,2071108.8139,2048798.5502
000010.SZ,20250509,2.86,3.4646,3.4705,0.91,186.592,90.1942,11.1081,3.9042,3.7253,0.0,,114965.2292,52595.1361,52505.5561,328800.5555,150422.0892
000011.SZ,20250509,8.39,0.4172,1.1745,0.55,,,1.4853,1.8288,1.7725,3.7187,3.7187,59597.9092,52647.5543,18702.6342,500026.4582,441712.9806
000012.SZ,20250509,4.79,0.5005,0.8246,1.02,55.1355,,1.0856,0.9517,1.009,5.2192,5.2192,307069.2107,195926.7327,118930.4879,1470861.5193,938489.0496
000014.SZ,20250509,10.98,1.9676,2.9819,0.81,161.5976,,1.6466,7.4256,17.1342,1.9672,1.9672,24204.6224,24204.6224,15971.0154,265766.754,265766.754
000016.SZ,20250509,5.39,7.0825,10.54,0.93,,,5.4813,1.1677,1.1592,0.0,,240794.5408,159659.38,107284.6868,1297882.5749,860564.0582
000017.SZ,20250509,6.51,6.4429,8.1516,0.58,266.3419,229.6767,12.8382,7.7373,7.1481,0.0,,68918.4933,30298.4965,23947.6218,448659.3914,197243.2122
000019.SZ,20250509,6.77,3.6392,5.5952,1.16,23.9853,22.1203,1.5571,1.4516,1.4113,2.9542,2.9542,115253.5254,41621.6407,27071.6427,780266.367,281778.5075
000020.SZ,20250509,11.98,1.2481,3.6543,0.85,92.3361,91.0027,8.2823,4.1537,4.19,0.0,,28316.1227,18116.5391,6187.5497,339227.1499,217036.1384
000021.SZ,20250509,18.18,1.0614,1.6208,0.65,30.4956,28.7312,2.3343,1.9135,1.8832,0.7151,0.7151,156058.7588,156042.3713,102186.4936,2837148.235,2836850.3102
