ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250916,11.64,0.3649,0.8677,0.8,5.0752,5.1929,0.5132,1.5398,1.6257,8.2904,5.2234,1940591.8198,1940560.0653,816048.1215,22588488.7825,22588119.1601
000002.SZ,20250916,7.04,2.2918,3.4398,1.06,,,0.4387,0.2447,0.2747,0.0,,1193070.9471,971639.9629,647358.8838,8399219.4676,6840345.3388
000004.SZ,20250916,11.27,3.8382,5.1901,0.96,,,67.2106,15.1218,16.5686,0.0,,13238.0282,12628.7768,9339.358,149192.5778,142326.3145
000006.SZ,20250916,7.6,3.1209,4.9532,0.96,,,1.9239,1.6917,2.1779,0.0,,134999.5046,134998.7396,85059.9248,1025996.235,1025990.421
000007.SZ,20250916,7.53,1.8747,3.0527,1.29,46.2367,45.9985,14.2834,8.4899,6.18,0.0,,34644.8044,34644.8044,21275.216,260875.3771,260875.3771
000008.SZ,20250916,3.0,4.6926,7.7071,2.56,,,2.7787,3.9141,3.8309,0.0,,271637.7683,271629.6952,165387.8495,814913.3049,814889.0856
000009.SZ,20250916,10.83,2.047,3.1706,0.59,161.8123,126.6107,2.7813,1.3809,1.3278,0.4155,0.277,257921.3965,257602.0465,166315.1993,2793288.7241,2789830.1636
000010.SZ,20250916,4.82,4.6383,5.6576,0.77,314.4663,81.6128,18.1198,6.5797,5.8194,0.0,,114965.2292,78155.4111,64075.4047,554132.4047,376709.0815
000011.SZ,20250916,9.24,1.5492,4.361,0.94,,,1.6312,2.0141,1.8566,3.3766,,59597.9092,52647.5543,18702.6342,550684.681,486463.4017
000012.SZ,20250916,4.75,0.6185,1.019,0.78,54.675,,1.1037,0.9437,1.0524,5.2632,1.4489,307069.2107,195931.6598,118935.415,1458578.7508,930675.3841
000014.SZ,20250916,16.42,7.6724,11.6278,1.11,241.6605,,2.4769,11.1045,39.5652,1.3155,,24204.6224,24204.6224,15971.0154,397439.8998,397439.8998
000016.SZ,20250916,5.61,3.2116,4.7807,0.88,,,7.2552,1.2154,1.2337,0.0,,240794.5408,159659.38,107257.1368,1350857.3739,895689.1218
000017.SZ,20250916,7.09,9.266,11.7234,0.55,290.0712,164.5316,13.502,8.4266,7.1197,0.0,,68918.4933,30298.4965,23947.6218,488632.1175,214816.3402
000019.SZ,20250916,6.91,1.3646,2.098,0.88,24.4814,21.3917,1.6178,1.4817,1.4906,2.8944,2.1708,115253.5254,41621.6407,27071.6427,796401.8605,287605.5372
000020.SZ,20250916,13.9,1.5443,4.5217,1.18,107.1346,95.9431,9.4161,4.8194,4.5519,0.0,,28316.1227,18116.5391,6187.5497,393594.1055,251819.8935
000021.SZ,20250916,21.94,3.8557,5.8748,0.73,36.9606,33.651,2.7895,2.3191,2.2167,0.59,0.8623,156728.0671,156702.9346,102847.0569,3438613.7922,3438062.3851
000025.SZ,20250916,18.32,2.3798,5.159,0.45,57.7984,54.8475,4.4671,3.0214,4.1304,0.1692,0.5459,43105.832,39277.832,18118.6699,789698.8422,719569.8822
000026.SZ,20250916,17.88,4.8138,8.7057,2.33,32.9251,46.6092,2.1763,1.8411,1.9886,2.2378,2.2371,40576.4007,36456.2983,20158.5656,725506.0445,651838.6136
000027.SZ,20250916,6.45,0.4485,1.7955,1.18,15.3032,15.6874,0.9452,0.7445,0.7211,2.1705,2.3256,475738.9916,475738.9916,118833.3328,3068516.4958,3068516.4958
000028.SZ,20250916,25.83,0.6614,1.8254,1.06,22.3754,25.4483,0.7927,0.1933,0.1959,2.6326,1.417,55656.5077,47805.3712,17321.1225,1437607.5939,1234812.7381
000029.SZ,20250916,27.62,0.4681,1.587,0.76,,,7.7156,68.6499,30.7,0.0,,101166.0,89166.0,26301.7736,2794204.92,2462764.92
000030.SZ,20250916,5.65,1.0607,3.8265,1.24,14.3701,14.6494,1.2129,0.59,0.581,4.4248,2.6895,171981.0845,167090.6445,46318.9412,971693.1274,944062.1414
000031.SZ,20250916,3.45,0.595,1.9367,0.9,,,1.3717,0.4132,0.4232,0.0,,428631.3339,428630.4701,131681.1819,1478778.102,1478775.1218
000032.SZ,20250916,23.28,2.0467,4.6381,0.6,80.3445,98.0707,4.236,0.3931,0.4601,0.4725,0.5155,113795.9234,108936.3764,48072.6799,2649169.0968,2536038.8426
000034.SZ,20250916,43.9,4.0668,4.3463,0.6,42.0046,47.2073,2.9208,0.2467,0.2305,0.922,0.5954,72019.6154,60159.2443,56289.7992,3161661.1161,2640990.8248
000035.SZ,20250916,5.03,2.4294,3.4784,0.78,44.9281,95.691,1.1592,2.2196,2.2481,0.3987,0.6682,250078.3182,242583.2661,169424.2014,1257893.9405,1220193.8285
000036.SZ,20250916,4.62,2.5143,3.5857,1.04,160.0919,683.1392,1.3637,15.2494,15.4003,0.0,,140381.8725,140115.0983,98248.0024,648564.251,647331.7541
000037.SZ,20250916,8.76,1.3298,2.2519,1.01,241.0079,138.878,3.5977,11.9199,12.5284,0.0,,60276.2596,33890.815,20013.5196,528020.0341,296883.5394
000039.SZ,20250916,7.92,1.2442,1.612,0.73,14.3687,12.6181,0.9041,0.2404,0.2446,0.2748,2.2222,539252.0385,230140.7141,177640.7141,4270876.1449,1822714.4557
000042.SZ,20250916,8.43,1.6597,3.5595,1.22,,,1.6366,1.2962,1.532,0.0,,66483.1139,66413.1202,30965.6689,560452.6502,559862.6033
000045.SZ,20250916,11.31,1.4771,3.028,0.7,64.1008,70.978,1.9412,1.7176,1.7295,0.5747,0.6278,50652.1849,45702.1849,22295.2413,572876.2112,516891.7112
000048.SZ,20250916,17.52,3.6075,8.5033,1.04,13.0157,13.1885,2.1381,1.5587,1.6452,2.1242,4.0793,53028.225,52635.96,22330.8651,929054.502,922182.0192
000049.SZ,20250916,27.21,7.292,13.3808,1.17,25.3407,25.9738,1.6005,0.5017,0.4825,1.6538,1.2128,38463.8534,38453.4862,20955.5893,1046601.451,1046319.3595
000050.SZ,20250916,9.74,0.6848,1.3299,0.6,,896.1674,0.8702,0.7147,0.6825,0.0,,245774.7661,245771.6686,126551.2451,2393846.2218,2393816.0522
000055.SZ,20250916,4.43,2.8771,3.8569,1.24,32.8509,104.9979,0.781,1.0753,1.2234,1.8059,1.1287,107387.4227,67585.2229,50415.848,475726.2826,299402.5374
000056.SZ,20250916,3.01,17.0213,21.2878,1.12,,,20.6647,5.411,6.0122,0.0,,118252.822,90372.6533,72259.9633,355940.9942,272021.6864
000058.SZ,20250916,9.53,1.3683,4.6693,0.77,312.3787,345.33,5.763,6.8557,7.0651,0.3148,0.1312,123120.0672,98473.9354,28857.6172,1173334.2404,938456.6044
000059.SZ,20250916,5.32,1.021,1.9277,0.71,,,0.8123,0.246,0.2537,0.2632,0.3383,159944.2537,159944.2537,84712.3362,850903.4297,850903.4297
000060.SZ,20250916,5.39,3.3463,5.2058,1.22,18.6212,18.335,1.3854,0.3368,0.3342,1.039,1.6141,373760.1761,373754.5511,240248.4813,2014567.3492,2014537.0304
000061.SZ,20250916,9.36,2.6467,7.346,0.76,41.3447,43.8993,2.4896,2.8222,2.3418,1.1752,0.7479,169696.4131,169693.3006,61139.8363,1588358.4266,1588329.2936
000062.SZ,20250916,30.35,3.2364,10.6669,0.79,149.0537,116.6911,4.557,1.4459,1.4033,1.4827,1.4168,104590.9322,104492.7241,31703.8401,3174334.7923,3171354.1764
000063.SZ,20250916,44.3,4.5431,5.9629,1.08,25.1532,27.3436,2.8316,1.747,1.6255,1.5417,1.3928,478353.4887,402736.0077,306841.9677,21191059.5494,17841205.1411
000065.SZ,20250916,11.37,1.3827,2.622,0.99,11.607,14.8707,1.213,0.6385,0.791,0.7568,1.3008,107138.5874,97496.2288,51416.3105,1218165.7387,1108532.1215
000066.SZ,20250916,16.74,3.0659,5.1205,0.88,,,4.8143,3.8021,3.7259,0.0,,322579.9088,322558.9838,193131.473,5399987.6733,5399637.3888
000068.SZ,20250916,3.82,2.0271,3.6227,0.94,293.2625,,6.2078,3.8082,3.5178,0.0,,100667.1464,100667.1464,56326.7969,384548.4992,384548.4992
000069.SZ,20250916,2.62,4.0247,8.0057,2.21,,,0.4449,0.3871,0.493,0.0,,803775.8053,689860.1781,346808.1819,2105892.6099,1807433.6666
000070.SZ,20250916,11.3,9.1632,14.465,1.09,,,6.7436,2.3073,2.5504,0.0,,90034.476,88867.8852,56295.7363,1017389.5788,1004207.1028
000078.SZ,20250916,2.72,1.7994,3.3519,1.42,,,3.9112,0.2361,0.2556,0.0,,263112.3257,262644.1138,140999.601,715665.5259,714391.9895
000088.SZ,20250916,4.52,1.3422,3.0649,1.58,17.4173,17.0933,1.3267,29.6152,30.3122,3.3189,2.8761,519948.3346,316289.4468,138511.8305,2350166.4724,1429628.2995
000089.SZ,20250916,7.11,0.5452,1.267,0.97,32.9112,25.0978,1.2771,3.0766,2.9065,1.4065,1.6878,205076.9509,205074.2403,88244.6871,1458097.1209,1458077.8485
000090.SZ,20250916,3.79,2.541,4.2053,1.27,11.4117,17.0593,0.6344,0.3316,0.3256,6.5963,2.6385,186854.5434,186845.9934,112899.5706,708178.7195,708146.315
000096.SZ,20250916,11.75,1.1461,2.4943,1.21,63.9871,73.9528,2.2372,3.1374,3.8256,0.4681,0.6383,52800.0,51084.8,23472.9623,620400.0,600246.4
000099.SZ,20250916,22.9,1.7618,2.8707,0.75,58.5863,54.7919,3.3033,8.212,7.9333,0.3568,0.5459,77577.0137,77577.0137,47609.5662,1776513.6137,1776513.6137
000100.SZ,20250916,4.36,2.4924,2.5767,1.21,57.9829,36.9808,1.4803,0.5502,0.533,1.6565,1.0897,2080086.2447,1809674.5896,1750490.4643,9069176.0269,7890181.2107
000151.SZ,20250916,12.8,1.318,1.9982,0.81,,,14.1911,3.5213,4.01,0.0,,33737.0728,30793.4695,20311.8595,431834.5318,394156.4096
000153.SZ,20250916,6.75,1.3465,1.9072,0.97,19.5059,22.916,1.498,0.7322,0.7835,1.5875,1.4815,46477.3722,45231.3722,31933.8047,313722.2624,305311.7624
000155.SZ,20250916,10.47,1.4122,2.3327,0.75,26.5919,48.4009,1.8257,6.3274,7.06,1.5282,1.5282,184616.8342,184616.8342,111765.2937,1932938.2541,1932938.2541
000156.SZ,20250916,8.17,0.6415,1.2236,0.75,28.3492,27.7647,1.0188,1.6114,1.5961,2.6928,2.2032,185293.2442,169987.5877,89117.3393,1513845.8051,1388798.5915
000157.SZ,20250916,7.36,1.4541,2.1839,1.24,18.0814,15.9248,1.1139,1.3996,1.3899,4.3478,4.0761,864853.5236,707041.7363,470792.1672,6365321.9337,5203827.1792
000158.SZ,20250916,24.69,4.5899,7.0626,1.31,,,7.4771,4.4759,4.0595,0.0,,159861.6721,158793.2246,103197.6061,3946984.6841,3920604.7154
000159.SZ,20250916,5.95,3.9192,5.0782,1.5,,,1.3991,1.1101,1.7524,0.0,,48068.5993,48067.2868,37096.398,286008.1658,286000.3565
000166.SZ,20250916,5.31,0.4031,1.1535,0.89,25.5173,18.0489,1.2258,5.3755,5.2031,1.3748,1.1864,2503994.456,2253550.7316,787417.7642,13296210.5614,11966354.3848
000301.SZ,20250916,9.89,0.2185,0.6479,0.7,,,1.9438,0.4749,0.5199,1.0111,,661122.9638,660855.5066,222810.0859,6538506.112,6535860.9603
000333.SZ,20250916,74.46,0.6581,0.958,1.04,14.8426,13.0751,2.6366,1.4049,1.297,3.9692,4.6689,768186.1929,692925.9026,476025.1179,57199143.9233,51595262.7076
000338.SZ,20250916,14.14,2.2632,2.2985,1.27,10.8074,11.0595,1.3765,0.5714,0.5696,4.7043,5.0823,871567.1296,498516.6147,490852.1127,12323959.2125,7049024.9319
000400.SZ,20250916,23.35,1.6363,2.647,0.64,21.2976,21.1827,2.0139,1.392,1.4244,2.0647,1.7946,101874.9309,101170.1259,62541.4805,2378779.6365,2362322.4398
000401.SZ,20250916,5.03,0.4191,1.1606,0.96,,,0.4962,0.5288,0.5177,0.0,1.9881,265821.6238,263135.3638,95019.7423,1337082.7677,1323570.8799
000402.SZ,20250916,3.34,3.1108,5.8496,1.14,,,0.418,0.5234,0.7093,0.0,,298892.9907,298866.7172,158934.3759,998302.5889,998214.8354
000403.SZ,20250916,17.35,0.8593,1.3892,0.52,22.1239,25.2082,2.0861,6.2114,6.5826,1.5515,2.2168,95039.7386,94071.0132,58188.5124,1648939.4647,1632132.079
000404.SZ,20250916,7.25,1.3243,1.9123,0.91,11.208,10.4984,1.2098,0.4217,0.4253,3.4483,4.1379,69599.5979,69271.9572,47972.46,504597.0848,502221.6897
000407.SZ,20250916,3.69,2.746,3.5326,0.69,27.6993,26.2698,1.0772,0.7685,0.7751,1.4905,1.1382,88008.4656,87578.2212,68075.4993,324751.2381,323163.6362
000408.SZ,20250916,55.55,0.6787,1.5453,0.9,33.8087,28.2908,6.1624,26.8322,27.5397,1.9085,1.7987,157022.5745,157020.9245,68960.4908,8722604.0135,8722512.356
000409.SZ,20250916,12.18,3.6496,4.3209,1.27,89.0405,133.2753,5.2771,6.1131,6.1044,0.0,,67799.0505,42334.3245,35757.4555,825792.4351,515632.0724
000410.SZ,20250916,7.38,1.7002,2.4304,1.31,2465.7909,135.7713,6.7845,11.5764,6.5639,0.0,,235897.062,168091.5944,117587.36,1740920.3176,1240515.9667
000411.SZ,20250916,11.4,1.3186,3.1077,0.77,11.3213,11.5159,1.2894,0.1784,0.1783,2.6723,3.3616,52189.2509,32277.7045,13695.2291,594957.4603,367965.8313
000415.SZ,20250916,3.73,1.8999,2.9016,1.25,25.5197,,0.8092,0.6002,0.4549,0.0,,618452.1282,539295.5733,353120.1458,2306826.4382,2011572.4884
000417.SZ,20250916,6.4,3.7281,6.0175,0.7,26.1907,29.0639,1.0611,0.7094,0.7094,1.7188,1.7188,77988.42,77902.7451,48263.6984,499125.888,498577.5686
000419.SZ,20250916,6.23,1.9112,3.4331,0.79,22.5381,28.2965,0.9516,1.7649,1.651,1.9262,2.4077,54358.2655,54358.2655,30261.0171,338651.9941,338651.9941
000420.SZ,20250916,4.3,3.1667,4.3662,1.57,381.5249,1101.3435,2.3962,2.7226,2.2293,0.0,,245886.8343,245803.1143,178276.7524,1057313.3875,1056953.3915
000421.SZ,20250916,6.47,1.1633,2.5334,1.07,80.9289,39.1678,1.3661,0.5657,0.5335,1.5553,0.93,57441.5734,57429.6297,26370.565,371646.9799,371569.7042
000422.SZ,20250916,14.51,2.7851,4.1887,0.76,24.2044,30.8727,2.8829,0.9311,0.7934,2.1433,1.3707,108852.2212,105780.3184,70333.8508,1579445.7296,1534872.42
000423.SZ,20250916,47.71,1.3938,2.1038,1.09,19.7329,18.7766,3.2365,5.1892,4.9368,6.1287,5.3217,64397.6824,64301.8085,42602.1748,3072413.4273,3067839.2835
000425.SZ,20250916,9.77,0.5737,0.6287,0.64,19.2142,17.3223,1.9671,1.2527,1.1858,1.8523,1.791,1175297.2482,928914.9004,847599.5805,11482654.1149,9075498.5769
