ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20251013,11.4,0.6023,1.4323,1.19,4.9705,5.0858,0.5027,1.5081,1.5922,8.4649,3.1755,1940591.8198,1940560.0653,816048.1215,22122746.7457,22122384.7444
000002.SZ,20251013,6.57,2.2413,3.364,1.21,,,0.4094,0.2284,0.2564,0.0,,1193070.9471,971639.9629,647358.8838,7838476.1224,6383674.5563
000004.SZ,20251013,12.87,4.9751,6.7274,1.17,,,76.7525,17.2687,18.9209,0.0,,13238.0282,12628.7768,9339.358,170373.4229,162532.3574
000006.SZ,20251013,13.13,4.334,6.8785,0.67,,,3.3239,2.9226,3.7625,0.0,,134999.5046,134998.7396,85059.9248,1772543.4954,1772533.4509
000007.SZ,20251013,7.24,2.6144,4.2573,1.03,44.4561,44.227,13.7333,8.163,5.942,0.0,,34644.8044,34644.8044,21275.216,250828.3839,250828.3839
000008.SZ,20251013,2.9,2.2383,3.6762,0.89,,,2.6861,3.7836,3.7032,0.0,,271637.7683,271629.6952,165387.8495,787749.5281,787726.1161
000009.SZ,20251013,11.89,2.6894,4.3376,0.61,177.6499,139.0029,3.0536,1.5161,1.4577,0.3785,0.2523,257921.3965,257602.0465,159722.8271,3066685.4044,3062888.3329
000010.SZ,20251013,4.07,3.7179,4.5349,0.79,265.5348,68.9137,15.3004,5.5559,4.9139,0.0,,114965.2292,78155.4111,64075.4047,467908.4828,318092.5232
000011.SZ,20251013,9.85,5.9607,16.7794,2.21,,,1.7389,2.1471,1.9792,3.1675,,59597.9092,52647.5543,18702.6342,587039.4056,518578.4099
000012.SZ,20251013,4.66,0.7879,1.298,1.33,53.6391,,1.0828,0.9259,1.0324,5.3648,1.4768,307069.2107,195931.6598,118935.415,1430942.5219,913041.5347
000014.SZ,20251013,20.61,8.6421,13.0973,0.94,303.3266,,3.1089,13.9382,49.6613,1.048,,24204.6224,24204.6224,15971.0154,498857.2677,498857.2677
000016.SZ,20251013,5.2,2.1788,3.2433,0.81,,,6.725,1.1265,1.1435,0.0,,240794.5408,159659.38,107257.1368,1252131.6122,830228.776
000017.SZ,20251013,7.35,16.063,20.3228,2.37,300.7085,170.5652,13.9971,8.7356,7.3808,0.0,,68918.4933,30298.4965,23947.6218,506550.9258,222693.9493
000019.SZ,20251013,6.73,2.5442,3.9117,1.41,23.8436,20.8345,1.5757,1.4431,1.4518,2.9718,2.2288,115253.5254,41621.6407,27071.6427,775656.2259,280113.6419
000020.SZ,20251013,14.44,4.977,14.5722,0.47,111.2966,99.6704,9.782,5.0067,4.7287,0.0,,28316.1227,18116.5391,6187.5497,408884.8118,261602.8246
000021.SZ,20251013,31.39,19.7172,30.0422,1.66,52.8803,48.1452,3.9911,3.318,3.1715,0.4124,0.6027,156728.0671,156702.9346,102847.0569,4919694.0263,4918905.1171
000025.SZ,20251013,17.96,2.1834,4.7331,1.08,56.6626,53.7697,4.3794,2.962,4.0492,0.1726,0.5568,43105.832,39277.832,18118.6699,774180.7427,705429.8627
000026.SZ,20251013,16.5,1.4549,2.6312,1.35,30.3839,43.0119,2.0084,1.699,1.8351,2.4249,2.4242,40576.4007,36456.2983,20158.5656,669510.6116,601528.922
000027.SZ,20251013,6.92,0.8954,3.5845,1.13,16.4183,16.8305,1.0141,0.7988,0.7736,2.0231,2.1676,475738.9916,475738.9916,118833.3328,3292113.8219,3292113.8219
000028.SZ,20251013,25.16,0.6011,1.659,1.09,21.7951,24.7882,0.7721,0.1883,0.1908,2.7027,1.4547,55656.5077,47805.3712,17321.1225,1400317.7337,1202783.1394
000029.SZ,20251013,29.67,0.8221,2.7871,0.65,,,8.2882,73.7452,32.9786,0.0,,101166.0,89166.0,26301.7736,3001595.22,2645555.22
000030.SZ,20251013,5.5,0.9883,3.5651,1.43,13.9886,14.2604,1.1807,0.5744,0.5656,4.5455,2.7629,171981.0845,167090.6445,46318.9412,945895.9648,918998.5448
000031.SZ,20251013,3.23,0.5847,1.9032,1.0,,,1.2842,0.3868,0.3962,0.0,,428631.3339,428630.4701,131681.1819,1384479.2085,1384476.4184
000032.SZ,20251013,21.41,1.8335,4.1549,1.04,73.8907,90.193,3.8958,0.3615,0.4232,0.5138,0.5605,113795.9234,108936.3764,48072.6799,2436370.72,2332327.8187
000034.SZ,20251013,40.65,7.9038,8.4471,1.47,38.8949,43.7125,2.7046,0.2284,0.2134,0.9957,0.643,72019.6154,60159.2443,56289.7992,2927597.366,2445473.2808
000035.SZ,20251013,6.04,3.859,5.5253,0.85,53.9495,114.9052,1.392,2.6652,2.6996,0.332,0.5565,250078.3182,242583.2661,169424.2014,1510473.0419,1465202.9272
000036.SZ,20251013,4.18,2.4134,3.4418,0.71,144.8451,618.0783,1.2338,13.797,13.9336,0.0,,140381.8725,140115.0983,98248.0024,586796.2271,585681.1109
000037.SZ,20251013,8.81,2.0277,3.4337,1.25,242.3835,139.6707,3.6182,11.988,12.5999,0.0,,60276.2596,33890.815,20013.5196,531033.8471,298578.0802
000039.SZ,20251013,8.27,2.4746,3.206,0.94,15.0037,13.1757,0.944,0.251,0.2554,0.2632,2.1282,539252.0385,230140.7141,177640.7141,4459614.3584,1903263.7056
000042.SZ,20251013,8.16,1.0151,2.1771,0.93,,,1.5842,1.2547,1.483,0.0,,66483.1139,66413.1202,30965.6689,542502.2094,541931.0608
000045.SZ,20251013,14.85,4.8026,9.8446,0.86,84.1642,93.1939,2.5488,2.2552,2.2708,0.4377,0.4781,50652.1849,45702.1849,22295.2413,752184.9458,678677.4458
000048.SZ,20251013,16.87,5.1022,12.0264,1.64,12.5328,12.6992,2.1567,1.5009,1.5842,2.206,4.2349,53028.225,52635.96,22330.8651,894586.1558,887968.6452
000049.SZ,20251013,27.43,3.2747,6.009,0.58,25.5456,26.1838,1.6134,0.5058,0.4864,1.6405,1.2031,38463.8534,38453.4862,20955.5893,1055063.4988,1054779.1265
000050.SZ,20251013,9.73,1.5438,2.9982,1.33,,895.2473,0.8693,0.714,0.6818,0.0,,245774.7661,245771.6686,126551.2451,2391388.4742,2391358.3355
000055.SZ,20251013,4.29,1.5799,2.1179,0.91,31.8127,101.6796,0.7563,1.0413,1.1847,1.8648,1.1655,107387.4227,67585.2229,50415.848,460692.0434,289940.6062
000056.SZ,20251013,2.47,12.6068,15.7668,1.77,,,16.9574,4.4402,4.9336,0.0,,118252.822,90372.6533,72259.9633,292084.4703,223220.4537
000058.SZ,20251013,11.29,8.5166,29.0622,3.83,370.0688,409.1056,6.8273,8.1218,8.3699,0.2657,0.1107,123120.0672,98473.9354,28857.6172,1390025.5587,1111770.7307
000059.SZ,20251013,5.13,1.3356,2.5217,1.28,,,0.7833,0.2372,0.2447,0.2729,0.3509,159944.2537,159944.2537,84712.3362,820514.0215,820514.0215
000060.SZ,20251013,6.11,5.9295,9.2244,1.43,21.1087,20.7843,1.5704,0.3818,0.3788,0.9165,1.4239,373760.4976,373754.8726,240248.8028,2283676.6403,2283642.2716
000061.SZ,20251013,8.3,1.6591,4.6047,1.38,42.8846,45.5343,1.9784,2.9273,2.429,1.133,0.721,198496.1198,169693.3006,61139.8363,1647517.7943,1408454.395
000062.SZ,20251013,27.66,1.3509,4.4525,0.86,135.8427,106.3485,4.2817,1.3178,1.2789,1.6269,2.2777,104590.9322,104492.7241,31703.8401,2892985.1847,2890268.7486
000063.SZ,20251013,53.67,9.1437,12.0013,1.2,30.4734,33.1271,3.4305,2.1165,1.9693,1.2725,1.1496,478353.4887,402736.0077,306841.9677,25673231.7385,21614841.5333
000065.SZ,20251013,11.05,1.5248,2.8913,1.11,11.2803,14.4522,1.1788,0.6205,0.7688,0.7787,1.3384,107138.5874,97496.2288,51416.3105,1183881.3908,1077333.3282
000066.SZ,20251013,17.6,7.4264,12.4032,1.95,,,5.0617,3.9974,3.9173,0.0,,322579.9088,322558.9838,193131.473,5677406.3949,5677038.1149
000068.SZ,20251013,3.73,2.1659,3.8709,1.4,286.3531,,6.0615,3.7185,3.4349,0.0,,100667.1464,100667.1464,56326.7969,375488.4561,375488.4561
000069.SZ,20251013,2.56,1.2669,2.5201,0.65,,,0.4347,0.3782,0.4817,0.0,,803775.8053,689860.1781,346808.1819,2057666.0616,1766042.0559
000070.SZ,20251013,9.81,3.7735,5.9569,1.07,,,5.8544,2.0031,2.2141,0.0,,90034.476,88867.8852,56295.7363,883238.2096,871793.9538
000078.SZ,20251013,2.48,0.8717,1.6238,1.41,,,3.5661,0.2152,0.2331,0.0,,263112.3257,262644.1138,140999.601,652518.5677,651357.4022
000088.SZ,20251013,4.46,0.876,2.0003,1.51,17.1861,16.8664,1.3091,29.2221,29.9099,3.3636,2.9148,519948.3346,316289.4468,138511.8305,2318969.5723,1410650.9327
