ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250703,12.35,0.4092,0.9731,0.46,5.3847,5.4878,0.5585,1.6338,1.6921,7.8138,4.9231,1940591.8198,1940557.185,816045.2412,23966308.9745,23965881.2348
000002.SZ,20250703,6.46,0.8338,1.2514,1.02,,,0.3918,0.2246,0.2412,0.0,,1193070.9471,971681.279,647400.1999,7707238.3183,6277061.0623
000004.SZ,20250703,8.95,2.4285,3.2838,0.83,,,22.6326,12.0089,11.6677,0.0,,13238.0282,12628.8093,9339.3905,118480.3524,113027.8432
000006.SZ,20250703,6.33,1.0799,1.7139,0.55,,,1.589,1.409,1.1501,0.0,,134999.5046,134998.7396,85059.9248,854546.8641,854542.0217
000007.SZ,20250703,7.48,1.8703,3.0456,1.25,45.9297,45.0267,14.3152,8.4336,7.2106,0.0,,34644.8044,34644.8044,21275.216,259143.1369,259143.1369
000008.SZ,20250703,2.8,2.1167,3.4765,1.52,,,2.5441,3.6531,3.5799,0.0,,271637.7683,271623.3929,165381.5472,760585.7512,760545.5001
000009.SZ,20250703,9.02,0.8608,1.32,0.6,134.7689,86.0277,2.3022,1.1501,1.1579,0.4989,0.4989,257921.3965,255143.0324,166387.8284,2326450.9964,2301390.1522
000010.SZ,20250703,2.99,2.4455,2.4495,0.8,195.0735,94.294,11.613,4.0816,3.8946,0.0,,114965.2292,55093.1361,55003.5561,343746.0353,164728.4769
000011.SZ,20250703,8.44,0.5476,1.5415,0.91,,,1.4942,1.8397,1.7831,3.6967,,59597.9092,52647.5543,18702.6342,503006.3536,444345.3583
000012.SZ,20250703,4.76,1.1076,1.8247,1.49,54.7901,,1.0788,0.9457,1.0027,5.2521,5.2521,307069.2107,195926.7327,118930.4879,1461649.4429,932611.2477
000014.SZ,20250703,11.53,1.3609,2.0624,0.66,169.6922,,1.7291,7.7975,17.9925,1.8734,,24204.6224,24204.6224,15971.0154,279079.2963,279079.2963
000016.SZ,20250703,5.2,6.0124,8.9476,1.53,,,5.288,1.1265,1.1183,0.0,,240794.5408,159659.38,107284.6868,1252131.6122,830228.776
000017.SZ,20250703,6.49,3.502,4.4307,0.82,265.5236,228.9711,12.7987,7.7135,7.1261,0.0,,68918.4933,30298.4965,23947.6218,447281.0215,196637.2423
000019.SZ,20250703,6.74,1.5339,2.3583,1.07,23.8791,22.0223,1.6056,1.4452,1.405,2.9674,2.2255,115253.5254,41621.6407,27071.6427,776808.7612,280529.8583
000020.SZ,20250703,13.95,2.3466,6.8707,0.39,107.5199,105.9672,9.6442,4.8368,4.879,0.0,,28316.1227,18116.5391,6187.5497,395009.9117,252725.7204
000021.SZ,20250703,18.53,1.9191,2.9305,0.59,31.0827,29.2843,2.4387,1.9503,1.9195,0.7016,1.0254,156058.7588,156040.3088,102184.4311,2891768.8006,2891426.9221
000025.SZ,20250703,17.07,1.2815,3.1532,0.97,53.8547,54.2596,4.283,2.8153,3.3693,0.1816,0.5858,43105.832,39277.832,15963.3846,735816.5522,670472.5922
000026.SZ,20250703,18.8,19.0369,34.412,1.34,34.6193,40.116,2.3195,1.9359,2.0077,2.1282,2.1277,40576.4007,36476.9323,20179.1996,762836.3332,685766.3272
000027.SZ,20250703,6.44,0.3409,1.3568,0.76,15.2795,13.6066,0.9593,0.7434,0.7403,2.1739,2.3292,475738.9916,475738.9916,119510.6804,3063759.1059,3063759.1059
000028.SZ,20250703,25.05,0.543,1.4986,1.18,21.6998,23.9667,0.7835,0.1874,0.1895,2.7146,1.4611,55656.5077,47805.3712,17321.1225,1394195.5179,1197524.5486
000029.SZ,20250703,18.64,0.6506,2.2057,1.19,,,5.2572,46.33,27.8189,0.0,,101166.0,89166.0,26301.7736,1885734.24,1662054.24
000030.SZ,20250703,5.86,0.5401,1.9494,1.0,14.9043,14.8948,1.3053,0.612,0.6171,4.2662,2.5932,171981.0845,167057.9617,46286.2584,1007809.1552,978959.6556
000031.SZ,20250703,2.67,0.3889,1.5062,1.29,,,1.1053,0.3198,0.309,0.0,,428631.3339,400288.7169,103339.4287,1144445.6615,1068770.8741
000032.SZ,20250703,19.89,1.8794,4.3064,1.6,68.6448,81.2375,3.5805,0.3359,0.3506,0.553,0.6033,113795.9234,110151.2632,48072.6799,2263400.9164,2190908.625
000034.SZ,20250703,36.65,2.5662,2.7449,0.82,34.6325,35.4641,2.4846,0.2034,0.1995,1.1182,0.7222,71126.0675,59436.8043,55567.3592,2606770.3739,2178358.8776
000035.SZ,20250703,4.31,0.4191,0.6001,0.69,38.497,58.5958,0.9883,1.9018,1.9172,0.4653,0.4653,250078.3182,242579.4086,169420.3439,1077837.5514,1045517.2511
000036.SZ,20250703,3.69,1.5485,2.376,1.04,135.1629,212.1223,1.0773,12.8748,12.7407,0.0,,148393.4025,148126.6283,96538.0024,547571.6552,546587.2584
000037.SZ,20250703,8.73,4.1717,7.0643,1.28,240.1825,136.0604,3.5693,11.8791,12.505,0.0,,60276.2596,33890.815,20013.5196,526211.7463,295866.815
000039.SZ,20250703,8.11,3.7307,4.8332,1.44,14.7134,12.7409,0.9075,0.2462,0.2413,0.2684,0.2684,539252.0385,230140.7141,177640.7141,4373334.0322,1866441.1914
000042.SZ,20250703,7.14,0.7431,1.5937,0.91,,,1.3677,1.0979,1.293,0.0,,66483.1139,66413.1202,30965.6689,474689.4332,474189.6782
000045.SZ,20250703,11.22,1.6057,3.2916,0.7,63.5907,63.5289,1.9352,1.704,1.6955,0.5793,0.6328,50652.1849,45700.0849,22293.1413,568317.5146,512754.9526
000048.SZ,20250703,15.89,0.7264,1.7105,0.7,11.8048,10.919,1.9939,1.4137,1.4501,2.3421,4.4977,53028.225,52675.975,22370.8801,842618.4953,837021.2428
000049.SZ,20250703,22.71,1.5037,2.7594,0.76,21.1498,20.9066,1.3442,0.4188,0.4133,1.9815,1.4531,38463.8534,38453.4862,20955.5893,873514.1107,873278.6716
000050.SZ,20250703,8.62,0.7825,1.5671,0.89,,,0.7739,0.6325,0.6221,0.0,,245774.7661,245771.8636,122725.874,2118578.4838,2118553.4642
000055.SZ,20250703,4.28,1.387,1.6883,0.79,31.7386,36.3702,0.7527,1.0389,1.0782,1.8692,1.1682,107387.4227,67585.4429,55524.4019,459618.1692,289265.6956
000056.SZ,20250703,3.32,7.8566,9.826,0.85,,,34.6531,5.9682,6.5059,0.0,,118252.822,90372.8783,72260.1883,392599.369,300037.956
000058.SZ,20250703,8.29,0.5208,1.7773,0.68,271.7335,286.8916,5.0709,5.9637,6.166,0.3619,0.1508,123120.0672,98471.1604,28854.8422,1020665.3571,816325.9197
000059.SZ,20250703,5.45,1.2956,2.4462,0.4,,,0.7841,0.252,0.2541,0.2569,0.3303,159944.2537,159944.2537,84712.3362,871696.1827,871696.1827
000060.SZ,20250703,4.71,1.0809,1.6816,0.85,16.272,15.7807,1.2933,0.2943,0.3042,1.189,1.8471,373760.1761,373754.5511,240248.4813,1760410.4294,1760383.9357
000061.SZ,20250703,6.47,0.3603,1.0,0.82,28.5791,29.194,1.7511,1.9508,1.7943,1.7002,1.0819,169696.4131,169693.3006,61139.8363,1097935.7928,1097915.6549
000062.SZ,20250703,26.3,2.4575,8.0998,0.54,129.1635,105.338,4.0084,1.253,1.2106,1.711,1.635,104590.9322,104492.9326,31704.0486,2750741.5169,2748164.1274
000063.SZ,20250703,32.7,2.6779,3.5148,1.69,18.5668,19.2235,2.2561,1.2896,1.2646,2.0885,1.8869,478353.4887,402737.371,306843.331,15642159.0805,13169512.0317
000065.SZ,20250703,11.12,5.2899,10.0308,0.53,11.3518,12.378,1.2207,0.6244,0.6725,0.7738,1.33,107138.5874,97496.2288,51416.3105,1191381.0919,1084158.0643
