ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20251126,11.69,0.4232,1.0064,0.62,5.097,5.2613,0.5116,1.5464,1.6707,8.2549,5.1156,1940591.8198,1940560.0653,816048.1215,22685518.3735,22685147.1634
000002.SZ,20251126,5.89,2.0637,3.0975,1.62,,,0.3998,0.2048,0.2469,0.0,,1193070.9471,971639.9629,647358.8838,7027187.8784,5722959.3815
000004.SZ,20251126,10.68,2.0162,2.7263,0.61,,,38.2654,14.3302,19.1605,0.0,,13238.0282,12628.7768,9339.358,141382.1412,134875.3362
000006.SZ,20251126,10.86,2.956,4.6915,1.09,,,2.7166,2.4173,4.2597,,,134999.5046,134998.7396,85059.9248,1466094.62,1466086.3121
000007.SZ,20251126,9.68,2.9371,4.7828,0.77,59.4385,59.1848,18.3586,10.914,7.4048,0.0,,34644.8044,34644.8044,21275.216,335361.7066,335361.7066
000008.SZ,20251126,3.07,2.2924,3.765,0.65,,,2.845,4.0054,3.9173,0.0,,271637.7683,271629.6952,165387.8495,833927.9487,833903.1643
000009.SZ,20251126,9.89,1.2266,1.9782,0.64,147.7677,361.9332,2.5311,1.2611,1.1385,0.455,0.3033,257921.3965,257602.0465,159722.8271,2550842.6114,2547684.2399
000010.SZ,20251126,3.86,2.6525,3.1941,0.58,251.834,98.291,13.5925,5.2693,4.8602,0.0,,114965.2292,83039.169,68959.1626,443765.7847,320531.1923
000011.SZ,20251126,9.85,1.7681,4.9772,1.0,,,1.7298,2.1471,1.8743,3.1675,,59597.9092,52647.5543,18702.6342,587039.4056,518578.4099
000012.SZ,20251126,4.66,0.9687,1.5958,1.02,53.6391,,1.08,0.9259,1.019,5.3648,1.4768,307069.2107,195931.6598,118935.415,1430942.5219,913041.5347
000014.SZ,20251126,16.0,9.7758,14.8156,1.45,235.4791,,2.4337,10.8205,72.1936,1.35,,24204.6224,24204.6224,15971.0154,387273.9584,387273.9584
