ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250408,10.82,0.7544,1.7021,1.24,4.7176,4.7176,0.4942,1.4314,1.4314,8.9187,8.9187,1940591.8198,1940557.185,860093.1126,20997203.4902,20996828.7417
000002.SZ,20250408,6.8,1.4671,2.2019,1.48,,,0.4003,0.2364,0.2364,0.0,,1193070.9471,971693.5865,647412.5074,8112882.4403,6607516.3882
000004.SZ,20250408,8.66,5.5245,6.8346,1.59,,,7.1764,10.4173,10.8775,0.0,,13238.0282,12628.8093,10208.1245,114641.3242,109365.4885
000006.SZ,20250408,5.71,5.6296,8.9348,1.15,,,1.1954,2.7426,1.1321,0.0,,134999.5046,134998.7396,85059.9248,770847.1713,770842.8031
000007.SZ,20250408,5.37,1.8968,3.0888,1.7,51.7226,65.7435,14.4291,8.5976,8.5611,0.0,,34644.8044,34644.8044,21275.216,186042.5996,186042.5996
000008.SZ,20250408,2.75,8.4953,14.0542,2.89,,,2.2123,2.9742,3.2577,0.0,,271637.7683,268602.4366,162360.5909,747003.8628,738656.7007
000009.SZ,20250408,7.51,1.2426,1.9054,1.82,25.606,41.8069,1.9088,0.631,0.9301,0.5992,0.5992,257921.3965,255143.0324,166387.8284,1936989.6877,1916124.1733
000010.SZ,20250408,2.4,6.1043,6.7768,1.62,,,12.6139,9.1087,6.71,0.0,,114965.2292,52595.1361,47375.6697,275916.5501,126228.3266
000011.SZ,20250408,7.51,1.2315,3.4666,1.22,,,1.3314,1.637,1.637,4.1545,4.1545,59597.9092,52647.5543,18702.6342,447580.2981,395383.1328
000012.SZ,20250408,4.76,1.5135,1.9863,1.95,8.8284,14.9852,1.0388,0.8033,0.8831,5.2521,5.2521,307069.2107,195926.7327,149288.0453,1461649.4429,932611.2477
000014.SZ,20250408,9.31,3.9169,5.9362,1.54,137.0194,137.0194,1.388,6.2962,6.2962,2.3201,2.3201,24204.6224,24204.6224,15971.0154,225345.0345,225345.0345
000016.SZ,20250408,3.84,4.0627,6.0461,1.91,,,2.2873,0.518,0.8336,0.0,,240794.5408,159659.38,107284.6868,924651.0367,613092.0192
000017.SZ,20250408,5.48,6.3597,8.0463,0.78,210.9677,186.32,11.9448,6.6435,7.5619,0.0,,68918.4933,30298.4965,23947.6218,377673.3433,166035.7608
000019.SZ,20250408,7.38,13.1214,20.1736,3.93,24.454,26.7336,1.7578,1.3741,1.5429,2.71,2.71,115253.5254,41621.6407,27071.6427,850571.0175,307167.7084
000020.SZ,20250408,10.05,3.0582,8.9541,3.46,213.2892,187.9517,7.466,3.9169,3.8929,0.0,,28316.1227,18116.5391,6187.5497,284577.0331,182071.218
000021.SZ,20250408,15.95,3.0269,4.6221,2.29,38.6151,28.9617,2.1525,1.745,1.7597,0.815,0.815,156058.7588,156042.3713,102186.4936,2489137.2029,2488875.8222
000025.SZ,20250408,15.21,6.267,13.5857,0.83,47.9866,47.9866,3.7967,2.5085,2.5085,0.2038,0.2038,43105.832,39277.832,18118.6699,655639.7047,597415.8247
000026.SZ,20250408,9.52,2.8307,5.1169,2.06,17.5306,17.5306,1.1389,0.9803,0.9803,4.2028,4.2028,40576.4007,36476.9323,20179.1996,386287.3347,347260.3955
000027.SZ,20250408,6.18,0.5914,1.9032,1.51,14.3703,25.6981,0.9759,0.7259,0.7073,2.2654,2.2654,475738.9916,475738.9916,147844.3143,2940066.9681,2940066.9681
000028.SZ,20250408,24.62,1.6771,4.6288,2.1,21.3273,21.3273,0.7755,0.1842,0.1842,2.762,2.762,55656.5077,47805.3712,17321.1225,1370263.2196,1176968.2389
000029.SZ,20250408,13.27,0.7199,2.4406,1.66,,,3.8224,32.9828,32.9828,0.0,,101166.0,89166.0,26301.7736,1342472.82,1183232.82
000030.SZ,20250408,4.86,1.8994,6.634,2.43,14.0106,12.7115,1.0983,0.5343,0.517,5.0777,5.0777,174164.3085,169220.9461,48449.2428,846438.5393,822413.798
000031.SZ,20250408,2.42,0.5175,2.0045,1.48,,,0.7891,0.282,0.2837,0.0,,428631.3339,400288.7169,103339.4287,1037287.828,968698.6949
000032.SZ,20250408,19.38,7.5182,10.9642,1.65,66.902,46.6424,3.6408,0.3918,0.334,0.5676,0.5676,113795.9234,64476.3811,44211.3657,2205364.9955,1249552.2657
000034.SZ,20250408,33.9,8.8591,10.3678,2.16,32.0339,32.0339,2.3635,0.1881,0.1881,1.2089,1.2089,71126.0675,59436.8043,50788.0177,2411173.6883,2014907.6658
000035.SZ,20250408,4.31,1.4594,2.3298,1.43,31.9553,28.7284,0.9936,2.0246,1.8461,0.4653,0.4653,250078.3182,242579.4086,151947.834,1077837.5514,1045517.2511
000036.SZ,20250408,3.25,2.6311,3.6684,2.86,59.0827,70.2398,0.949,8.5328,9.9948,0.0,,148393.4025,148067.397,106200.3011,482278.5581,481219.0403
000037.SZ,20250408,7.49,3.017,5.1092,1.2,1085.5764,,3.1888,7.6549,8.9103,0.0,,60276.2596,33889.5156,20012.2202,451469.1844,253832.4718
000039.SZ,20250408,7.38,4.1332,5.3547,1.67,13.389,13.389,0.8374,0.224,0.224,0.2949,0.2949,539252.0385,230140.7141,177640.7141,3979680.0441,1698438.4701
000042.SZ,20250408,6.04,1.5286,3.2802,0.88,,,0.7697,0.5269,0.5627,0.0,,66483.1139,66413.1202,30948.7189,401558.008,401135.246
000045.SZ,20250408,9.23,5.2337,10.7289,1.15,52.3122,52.3122,1.5838,1.4017,1.4017,0.7042,0.7042,50652.1849,45700.0849,22293.1413,467519.6666,421811.7836
000048.SZ,20250408,17.11,4.1831,9.8499,1.27,12.7111,12.7111,2.114,1.5222,1.5222,2.1751,2.1751,53028.225,52675.975,22370.8801,907312.9298,901285.9323
000049.SZ,20250408,19.75,2.5869,4.7473,2.38,13.5202,18.0656,1.1876,0.3745,0.3556,2.2785,2.2785,38463.8534,38449.7163,20951.8194,759661.1047,759381.8969
000050.SZ,20250408,7.08,1.354,2.7206,2.79,,,0.6385,0.5195,0.5195,0.0,,245774.7661,245771.9086,122314.289,1740085.344,1740065.1129
000055.SZ,20250408,3.68,2.0466,2.7749,1.86,14.4885,25.3273,0.6537,0.9207,0.9228,2.1739,2.1739,107387.4227,67585.4429,49847.1671,395185.7155,248714.4299
000056.SZ,20250408,3.06,9.2849,11.6125,0.8,,,5.0531,3.1602,5.4363,0.0,,121008.872,90367.1558,72254.4658,370287.1483,276523.4967
000058.SZ,20250408,7.4,2.2519,7.685,2.21,242.5606,242.5606,4.5394,5.3234,5.3234,0.4054,0.4054,123120.0672,98471.1604,28854.8422,911088.4973,728686.587
000059.SZ,20250408,4.48,2.4866,4.695,1.16,101.9276,,0.5773,0.1553,0.1902,0.3125,0.3125,159944.2537,159944.2537,84712.3362,716550.2566,716550.2566
000060.SZ,20250408,4.35,2.1822,3.3522,1.73,23.6398,21.0802,1.2159,0.2479,0.2781,1.2874,1.2874,373759.6809,373731.4153,243290.7117,1625854.6119,1625731.6566
000061.SZ,20250408,7.11,2.3939,6.6442,2.24,26.8754,25.6558,1.9339,2.1977,2.3342,1.5471,1.5471,169696.4131,169693.3006,61139.8363,1206541.4971,1206519.3673
000062.SZ,20250408,19.9,4.1503,13.6788,1.49,97.7321,97.7321,2.9914,0.9481,0.9481,2.2613,2.2613,104590.9322,104492.9326,31704.0486,2081359.5508,2079409.3587
000063.SZ,20250408,30.36,3.8954,5.1127,1.84,17.2382,17.2382,1.9947,1.1973,1.1973,2.2495,2.2495,478353.4887,402737.371,306843.331,14522811.9169,12227106.5836
000065.SZ,20250408,9.52,3.9644,7.5284,1.97,9.7041,9.7041,1.0489,0.5338,0.5338,0.9052,0.9052,106980.6922,97338.3336,51258.4153,1018456.1897,926660.9359
000066.SZ,20250408,14.99,6.4612,10.9875,2.87,,,4.0259,3.6031,3.2296,0.0,,322579.9088,314179.3331,184751.8223,4835472.8329,4709548.2032
000068.SZ,20250408,3.1,2.247,3.7868,1.71,237.9879,237.9879,4.3797,3.0904,3.0904,0.0,,100667.1464,100667.1464,59734.5569,312068.1538,312068.1538
000069.SZ,20250408,2.29,0.7009,1.3942,0.77,,,0.3675,0.3383,0.3383,0.0,,803775.8053,689826.7141,346774.7179,1840646.5941,1579703.1753
000070.SZ,20250408,5.3,1.2435,1.9983,1.79,,,2.498,0.9665,0.9636,0.0,,90034.476,88859.6176,55297.1183,477182.7228,470955.9733
000078.SZ,20250408,2.22,1.0328,1.9238,0.91,,,1.924,0.1604,0.1807,0.0,,263112.3257,262644.1138,140999.601,584109.3631,583069.9326
000088.SZ,20250408,4.58,1.0092,3.1037,1.66,21.4861,17.7035,1.333,26.6608,30.0083,3.2754,3.2754,519948.3346,224913.5473,73133.3473,2381363.3725,1030104.0466
000089.SZ,20250408,6.39,0.9586,2.2278,1.36,33.0342,23.4166,1.1663,3.1465,2.8561,1.5649,1.5649,205076.9509,205074.2403,88244.6871,1310441.7163,1310424.3955
000090.SZ,20250408,3.59,1.8068,2.9902,1.71,4.4219,8.1935,0.599,0.2485,0.3606,6.9638,6.9638,186854.5434,186845.9934,112899.5706,670807.8108,670777.1163
000096.SZ,20250408,17.04,3.4237,7.451,1.88,102.0709,86.815,3.2186,3.5245,4.5499,0.3228,0.3228,52800.0,51084.8,23472.9623,899712.0,870484.992
000099.SZ,20250408,20.19,4.2502,6.9255,2.39,51.6532,51.6532,2.9433,7.2402,7.2402,0.4047,0.4047,77577.0137,77577.0137,47609.5662,1566279.9066,1566279.9066
000100.SZ,20250408,3.86,2.3342,2.4131,1.81,32.7266,34.0501,1.3673,0.4157,0.4412,2.0725,2.0725,1877908.0767,1809812.8471,1750662.0468,7248725.1761,6985877.5898
000151.SZ,20250408,12.42,3.1755,4.8142,2.16,,,7.8597,1.3661,2.4199,0.0,,33737.0728,30793.4695,20311.8595,419014.4442,382454.8912
