ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250521,11.48,0.6845,1.6277,1.3,5.0054,5.1012,0.5108,1.5187,1.5729,8.4059,8.4059,1940591.8198,1940557.185,816045.2412,22277994.0913,22277596.4838
000002.SZ,20250521,6.76,0.4463,0.6698,0.69,,,0.41,0.235,0.2524,0.0,,1193070.9471,971693.5865,647412.5074,8065159.6024,6568648.6447
000004.SZ,20250521,9.47,9.9059,13.3948,0.92,,,23.9475,12.7066,12.3456,0.0,,13238.0282,12628.8093,9339.3905,125364.1271,119594.8241
000006.SZ,20250521,6.75,2.3545,3.7369,0.64,,,1.6944,1.5025,1.2264,0.0,,134999.5046,134998.7396,85059.9248,911246.6561,911241.4923
000007.SZ,20250521,7.66,1.9619,3.1948,1.09,47.035,46.1102,14.6596,8.6365,7.3841,0.0,,34644.8044,34644.8044,21275.216,265379.2017,265379.2017
000008.SZ,20250521,2.85,2.412,3.9615,0.87,,,2.5895,3.7184,3.6438,0.0,,271637.7683,271623.3929,165381.5472,774167.6397,774126.6698
000009.SZ,20250521,8.13,0.6757,1.0361,1.4,121.4713,77.5394,2.075,1.0366,1.0437,0.5535,0.5535,257921.3965,255143.0324,166387.8284,2096900.9535,2074312.8534
000010.SZ,20250521,2.92,3.6363,3.6425,1.42,190.5066,92.0864,11.3411,3.9861,3.8035,0.0,,114965.2292,52595.1361,52505.5561,335698.4693,153577.7974
000011.SZ,20250521,8.57,0.6683,1.8813,0.62,,,1.5172,1.868,1.8106,3.6406,3.6406,59597.9092,52647.5543,18702.6342,510754.0818,451189.5404
000012.SZ,20250521,4.75,0.3289,0.5419,0.78,54.675,,1.0765,0.9437,1.0006,5.2632,5.2632,307069.2107,195926.7327,118930.4879,1458578.7508,930651.9803
000014.SZ,20250521,11.68,3.7306,5.6538,0.97,171.8998,,1.7516,7.899,18.2265,1.8493,1.8493,24204.6224,24204.6224,15971.0154,282709.9896,282709.9896
000016.SZ,20250521,5.35,7.1142,10.5872,1.8,,,5.4406,1.159,1.1506,0.0,,240794.5408,159659.38,107284.6868,1288250.7933,854177.683
000017.SZ,20250521,6.7,7.0698,8.9447,1.64,274.1153,236.38,13.2129,7.9631,7.3567,0.0,,68918.4933,30298.4965,23947.6218,461753.9051,202999.9266
000019.SZ,20250521,6.86,1.4816,2.2778,0.66,24.3042,22.4144,1.5778,1.4709,1.43,2.9155,2.9155,115253.5254,41621.6407,27071.6427,790639.1842,285524.4552
000020.SZ,20250521,12.1,0.6577,1.9256,0.66,93.261,91.9142,8.3652,4.1953,4.2319,0.0,,28316.1227,18116.5391,6187.5497,342625.0847,219210.1231
000021.SZ,20250521,17.9,0.7203,1.0999,0.79,30.026,28.2887,2.2983,1.884,1.8542,0.7263,0.7263,156058.7588,156042.3713,102186.4936,2793451.7825,2793158.4463
000025.SZ,20250521,18.45,7.6257,18.7631,1.91,58.2085,58.6462,4.5159,3.0428,3.6417,0.168,0.168,43105.832,39277.832,15963.3846,795302.6004,724676.0004
000026.SZ,20250521,12.93,3.9743,7.1842,0.53,23.81,27.5904,1.5202,1.3314,1.3808,3.0944,3.0944,40576.4007,36476.9323,20179.1996,524652.8611,471646.7346
000027.SZ,20250521,6.55,0.3545,1.4113,1.03,15.5404,13.839,0.9543,0.7561,0.753,2.1374,2.1374,475738.9916,475738.9916,119510.6804,3116090.395,3116090.395
000028.SZ,20250521,25.58,0.8028,2.2158,1.46,22.1589,24.4738,0.791,0.1914,0.1935,2.6583,2.6583,55656.5077,47805.3712,17321.1225,1423693.467,1222861.3953
000029.SZ,20250521,17.49,0.6739,2.2845,1.33,,,4.9329,43.4717,26.1026,0.0,,101166.0,89166.0,26301.7736,1769393.34,1559513.34
000030.SZ,20250521,6.41,1.1199,3.9104,1.41,16.5101,16.4996,1.3767,0.6779,0.6836,3.8499,3.8499,174164.3085,169241.1857,48469.4824,1116393.2175,1084836.0003
000031.SZ,20250521,2.65,0.2027,0.7853,0.52,,,1.097,0.3174,0.3067,0.0,,428631.3339,400288.7169,103339.4287,1135873.0348,1060765.0998
000032.SZ,20250521,20.24,3.4778,5.5543,1.28,69.8528,82.667,3.5665,0.3418,0.3568,0.5435,0.5435,113795.9234,64476.3811,40372.2419,2303229.4896,1305001.9535
000034.SZ,20250521,40.93,10.0313,10.7298,3.29,38.6769,39.6056,2.7747,0.2271,0.2228,1.0013,0.6466,71126.0675,59436.8043,55567.3592,2911189.9428,2432748.4
000035.SZ,20250521,4.43,0.3201,0.4584,0.59,39.5689,60.2272,1.0158,1.9548,1.9706,0.4527,0.4527,250078.3182,242579.4086,169420.3439,1107846.9496,1074626.7801
000036.SZ,20250521,3.59,1.1748,1.8026,1.15,131.4999,206.3738,1.0481,12.5259,12.3955,0.0,,148393.4025,148126.6283,96538.0024,532732.315,531774.5956
000037.SZ,20250521,8.7,3.9879,6.7531,1.43,239.3571,135.5928,3.557,11.8383,12.462,0.0,,60276.2596,33890.815,20013.5196,524403.4585,294850.0905
000039.SZ,20250521,8.05,1.4978,1.9405,0.38,14.6046,12.6467,0.9008,0.2443,0.2395,0.2704,0.2704,539252.0385,230140.7141,177640.7141,4340978.9099,1852632.7485
000042.SZ,20250521,6.9,0.8735,2.1248,0.86,,,1.3217,1.061,1.2495,0.0,,66483.1139,66413.1202,27301.9737,458733.4859,458250.5294
000045.SZ,20250521,10.44,1.7122,3.5099,0.63,59.17,59.1125,1.7789,1.5855,1.5777,0.6226,0.6226,50652.1849,45700.0849,22293.1413,528808.8104,477108.8864
