ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20251024,11.56,0.5053,1.2015,0.99,5.0403,5.1572,0.5151,1.5292,1.6145,8.3478,5.1731,1940591.8198,1940560.0653,816048.1215,22433241.4369,22432874.3549
000002.SZ,20251024,6.36,0.7601,1.1409,0.76,,,0.3964,0.2211,0.2482,0.0,,1193070.9471,971639.9629,647358.8838,7587931.2236,6179630.164
000004.SZ,20251024,13.44,8.5847,11.6083,1.33,,,80.1518,18.0335,19.7589,0.0,,13238.0282,12628.7768,9339.358,177919.099,169730.7602
000006.SZ,20251024,14.04,10.9131,17.3202,1.07,,,3.5542,3.1252,4.0233,0.0,,134999.5046,134998.7396,85059.9248,1895393.0446,1895382.304
000007.SZ,20251024,7.38,1.5186,2.4729,1.02,45.3157,45.0822,13.9988,8.3208,6.0569,0.0,,34644.8044,34644.8044,21275.216,255678.6565,255678.6565
000008.SZ,20251024,2.9,2.6032,4.2755,1.27,,,2.6861,3.7836,3.7032,0.0,,271637.7683,271629.6952,165387.8495,787749.5281,787726.1161
000009.SZ,20251024,10.97,1.7507,2.8236,0.99,163.9041,128.2474,2.8173,1.3988,1.3449,0.4102,0.2735,257921.3965,257602.0465,159722.8271,2829397.7196,2825894.4501
000010.SZ,20251024,3.87,3.7882,4.5617,0.89,252.4864,65.5273,14.5485,5.2829,4.6724,0.0,,114965.2292,83039.169,68959.1626,444915.437,321361.584
000011.SZ,20251024,10.35,8.7273,24.5671,2.39,,,1.8272,2.256,2.0797,3.0145,,59597.9092,52647.5543,18702.6342,616838.3602,544902.187
000012.SZ,20251024,4.64,0.9282,1.5291,1.6,53.4089,,1.0781,0.9219,1.028,5.3879,1.4832,307069.2107,195931.6598,118935.415,1424801.1376,909122.9015
000014.SZ,20251024,21.65,10.6012,16.0665,0.98,318.6327,,3.2658,14.6415,52.1672,0.9977,,24204.6224,24204.6224,15971.0154,524030.075,524030.075
000016.SZ,20251024,5.61,6.7075,9.9845,1.51,,,7.2552,1.2154,1.2337,0.0,,240794.5408,159659.38,107257.1368,1350857.3739,895689.1218
000017.SZ,20251024,6.87,8.6633,10.9608,0.94,281.0704,159.4262,13.083,8.1651,6.8987,0.0,,68918.4933,30298.4965,23947.6218,473470.049,208150.671
000019.SZ,20251024,7.14,16.7872,25.8097,4.0,25.2962,22.1038,1.6717,1.531,1.5402,2.8011,2.1008,115253.5254,41621.6407,27071.6427,822910.1714,297178.5146
000020.SZ,20251024,14.56,5.3133,15.5569,1.14,112.2215,100.4987,9.8632,5.0483,4.768,0.0,,28316.1227,18116.5391,6187.5497,412282.7465,263776.8093
000021.SZ,20251024,29.64,11.0619,16.8304,1.22,50.069,45.5856,3.7789,3.1416,3.0029,0.4355,0.6365,157157.3118,157132.1793,103276.3016,4658142.7218,4657397.7945
000025.SZ,20251024,18.51,13.3981,29.0446,5.3,58.3978,55.4163,4.5135,3.0527,4.1732,0.1675,0.5402,43105.832,39277.832,18118.6699,797888.9503,727032.6703
000026.SZ,20251024,16.7,1.7019,3.0779,0.52,30.7522,43.5332,2.0327,1.7196,1.8574,2.3959,2.3952,40576.4007,36456.2983,20158.5656,677625.8917,608820.1816
000027.SZ,20251024,7.25,4.4775,17.9252,3.64,17.2013,17.6331,1.0624,0.8369,0.8105,1.931,2.069,475738.9916,475738.9916,118833.3328,3449107.6891,3449107.6891
000028.SZ,20251024,25.44,0.6032,1.6649,1.07,22.0376,26.5115,0.7683,0.1904,0.1939,2.673,1.4387,55656.5077,47805.3712,17321.1225,1415901.5559,1216168.6433
000029.SZ,20251024,28.36,0.7095,2.4051,0.91,,,7.9223,70.4892,31.5226,0.0,,101166.0,89166.0,26301.7736,2869067.76,2528747.76
000030.SZ,20251024,5.56,0.4536,1.6364,0.76,14.1412,14.416,1.1936,0.5806,0.5717,4.4964,2.7331,171981.0845,167090.6445,46318.9412,956214.8298,929023.9834
000031.SZ,20251024,3.25,0.6537,2.128,1.02,,,1.2921,0.3892,0.3987,0.0,,428631.3339,428630.4701,131681.1819,1393051.8352,1393049.0278
000032.SZ,20251024,20.58,1.7907,4.0578,1.31,71.0262,86.6965,3.7447,0.3475,0.4068,0.5345,0.5831,113795.9234,108936.3764,48072.6799,2341920.1036,2241910.6263
000034.SZ,20251024,39.45,3.0749,3.2862,1.32,37.7467,42.4221,2.6248,0.2217,0.2071,1.026,0.6626,72019.6154,60159.2443,56289.7992,2841173.8275,2373282.1876
000035.SZ,20251024,5.78,1.1089,1.5877,0.72,51.6271,109.959,1.332,2.5505,2.5833,0.3469,0.5815,250078.3182,242583.2661,169424.2014,1445452.6792,1402131.2781
000036.SZ,20251024,4.04,1.1023,1.572,0.93,139.9938,597.3771,1.1925,13.3349,13.467,0.0,,140381.8725,140115.0983,98248.0024,567142.7649,566064.9971
