ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20251104,11.59,0.7745,1.8418,1.61,5.0534,5.2163,0.5073,1.5332,1.6565,8.3261,5.1597,1940591.8198,1940560.0653,816048.1215,22491459.1915,22491091.1568
000002.SZ,20251104,6.23,1.1088,1.6643,1.33,,,0.4229,0.2166,0.2611,0.0,,1193070.9471,971639.9629,647358.8838,7432832.0004,6053316.9689
000004.SZ,20251104,12.88,6.8006,9.1958,1.02,,,46.1478,17.2821,23.1074,0.0,,13238.0282,12628.7768,9339.358,170505.8032,162658.6452
000006.SZ,20251104,11.93,3.9439,6.2594,0.7,,,2.9843,2.6555,4.6794,,,134999.5046,134998.7396,85059.9248,1610544.0899,1610534.9634
000007.SZ,20251104,8.58,4.1603,6.7746,0.81,52.6841,52.4592,16.2724,9.6738,6.5634,0.0,,34644.8044,34644.8044,21275.216,297252.4218,297252.4218
000008.SZ,20251104,2.92,1.7269,2.8362,1.04,,,2.706,3.8097,3.7259,0.0,,271637.7683,271629.6952,165387.8495,793182.2834,793158.71
000009.SZ,20251104,10.9,1.473,2.3757,0.69,162.8582,398.895,2.7895,1.3898,1.2548,0.4128,0.2752,257921.3965,257602.0465,159722.8271,2811343.2219,2807862.3069
000010.SZ,20251104,3.89,3.5757,4.3058,0.98,253.7913,99.0549,13.6981,5.3102,4.898,0.0,,114965.2292,83039.169,68959.1626,447214.7416,323022.3674
000011.SZ,20251104,10.44,3.2331,9.1012,0.52,,,1.8334,2.2757,1.9865,2.9885,,59597.9092,52647.5543,18702.6342,622202.172,549640.4669
000012.SZ,20251104,4.77,0.6302,1.0382,0.55,54.9053,,1.1055,0.9477,1.0431,5.2411,1.4428,307069.2107,195931.6598,118935.415,1464720.135,934594.0172
000014.SZ,20251104,17.6,12.6155,19.1192,1.34,259.0271,,2.677,11.9026,79.4129,1.2273,,24204.6224,24204.6224,15971.0154,426001.3542,426001.3542
000016.SZ,20251104,5.49,2.9516,4.3936,0.68,,,10.445,1.1894,1.2385,0.0,,240794.5408,159659.38,107257.1368,1321962.029,876529.9962
