ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250807,12.47,0.3721,0.8848,0.65,5.437,5.5411,0.5639,1.6496,1.7086,7.7386,4.8757,1940591.8198,1940557.185,816045.2412,24199179.9929,24198748.097
000002.SZ,20250807,6.47,0.7987,1.1987,0.77,,,0.3924,0.2249,0.2415,0.0,,1193070.9471,971681.279,647400.1999,7719169.0277,6286777.8751
000004.SZ,20250807,9.02,2.3971,3.2414,0.87,,,22.8096,12.1028,11.7589,0.0,,13238.0282,12628.8093,9339.3905,119407.0144,113911.8599
000006.SZ,20250807,6.35,2.3459,3.7232,1.53,,,1.594,1.4134,1.1537,0.0,,134999.5046,134998.7396,85059.9248,857246.8542,857241.9965
000007.SZ,20250807,7.12,1.8307,2.9811,1.0,43.7192,42.8596,13.6262,8.0277,6.8635,0.0,,34644.8044,34644.8044,21275.216,246671.0073,246671.0073
000008.SZ,20250807,2.79,0.9189,1.5092,0.63,,,2.535,3.6401,3.5671,0.0,,271637.7683,271623.3929,165381.5472,757869.3736,757829.2662
000009.SZ,20250807,9.09,0.5649,0.8618,0.65,135.8148,86.6954,2.3201,1.159,1.1669,0.495,,257921.3965,257602.0465,168846.8425,2344505.4942,2341602.6027
000010.SZ,20250807,4.22,10.4924,12.1538,0.81,275.3211,133.0838,16.3902,5.7607,5.4968,0.0,,114965.2292,73155.4111,63155.4111,485153.2672,308715.8348
000011.SZ,20250807,8.71,1.1857,3.3378,1.05,,,1.542,1.8986,1.8401,3.5821,,59597.9092,52647.5543,18702.6342,519097.7891,458560.198
000012.SZ,20250807,4.78,0.6608,1.0885,0.89,55.0204,,1.1005,0.9497,1.0069,5.2301,1.4398,307069.2107,195926.7327,118930.4879,1467790.8271,936529.7823
000014.SZ,20250807,12.66,3.7487,5.6813,1.22,186.3229,,1.8986,8.5617,19.7558,1.7062,,24204.6224,24204.6224,15971.0154,306430.5196,306430.5196
000016.SZ,20250807,4.99,4.2156,6.2752,1.98,,,5.0745,1.0811,1.0731,0.0,,240794.5408,159659.38,107257.1368,1201564.7586,796700.3062
