ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250205,11.37,0.4346,1.0336,0.72,4.7497,4.7401,0.5307,1.3397,1.4844,8.4872,8.4872,1940591.8198,1940561.7528,816049.809,22064528.9911,22064187.1293
000002.SZ,20250205,6.97,2.8464,4.2722,0.75,6.8371,,0.3552,0.1785,0.2104,0.0,,1193070.9471,971693.5865,647412.5074,8315704.5013,6772704.2979
000004.SZ,20250205,11.45,7.9584,10.7615,0.8,,,9.4885,13.7735,14.3819,0.0,,13238.0282,12628.8093,9339.3905,151575.4229,144599.8665
000006.SZ,20250205,6.75,2.7162,4.3108,0.69,,,1.4131,3.2422,1.3383,0.0,,134999.5046,134998.7396,85059.9248,911246.6561,911241.4923
000007.SZ,20250205,7.0,1.0981,1.7882,0.91,67.4224,85.6992,18.8088,11.2074,11.1597,0.0,,34644.8044,34644.8044,21275.216,242513.6308,242513.6308
000008.SZ,20250205,2.58,2.1085,3.4882,1.17,,,2.0755,2.7903,3.0563,0.0,,271637.7683,268602.4366,162360.5909,700825.4422,692994.2864
000009.SZ,20250205,8.37,0.4932,0.8198,0.99,28.5382,46.5944,2.1274,0.7033,1.0367,0.5376,0.5376,257921.3965,255143.0324,153491.7552,2158802.0887,2135547.1812
000010.SZ,20250205,2.92,6.3499,7.0495,1.23,,,15.3469,11.0822,8.1639,0.0,,114965.2292,52595.1361,47375.6697,335698.4693,153577.7974
000011.SZ,20250205,8.15,0.4204,1.1836,0.44,10.4678,20.5602,1.0845,1.6381,2.6176,3.8282,3.8282,59597.9092,52647.5543,18702.6342,485722.96,429077.5675
000012.SZ,20250205,4.93,0.5552,0.9295,0.86,9.1437,15.5204,1.0759,0.832,0.9146,5.071,5.071,307069.2107,195927.9645,117033.375,1513851.2088,965924.865
000014.SZ,20250205,10.03,1.4785,2.2408,0.76,4.6529,33.014,1.4678,1.7476,4.9861,2.1535,2.1535,24204.6224,24204.6224,15971.0154,242772.3627,242772.3627
000016.SZ,20250205,4.59,4.5556,6.7795,0.51,,,2.734,0.6192,0.9964,0.0,,240794.5408,159659.38,107284.6868,1105246.9423,732836.5542
000017.SZ,20250205,5.64,3.2873,4.1591,0.91,217.1274,191.76,12.2935,6.8375,7.7827,0.0,,68918.4933,30298.4965,23947.6218,388700.3022,170883.5203
000019.SZ,20250205,6.4,1.2338,1.8969,1.07,21.2067,23.1836,1.5243,1.1916,1.338,3.125,3.125,115253.5254,41621.6407,27071.6427,737622.5626,266378.5005
000020.SZ,20250205,13.12,1.6608,4.8627,0.49,278.4432,245.3658,9.7467,5.1134,5.082,0.0,,28316.1227,18116.5391,6187.5497,371507.5298,237688.993
000021.SZ,20250205,19.4,2.7741,4.2362,0.62,46.9676,35.2261,2.6181,2.1224,2.1404,0.6701,0.6701,156058.7588,156042.3713,102186.4936,3027539.9207,3027222.0032
000025.SZ,20250205,15.85,1.3858,3.4176,1.56,57.7757,44.7623,4.0222,3.6996,2.5365,0.1956,0.1956,43105.832,39277.832,15926.7546,683227.4372,622553.6372
000026.SZ,20250205,9.96,0.8268,1.6515,1.08,12.1299,15.2366,1.1993,0.8844,0.99,4.0172,4.0172,40576.4007,36476.9323,18262.1518,404140.951,363310.2457
000027.SZ,20250205,6.1,0.2356,0.9432,1.15,14.1843,25.3654,0.9632,0.7165,0.6982,2.2951,2.2951,475738.9916,475738.9916,118833.3328,2902007.8488,2902007.8488
000028.SZ,20250205,25.78,0.6564,1.8871,0.76,8.9718,9.7267,0.7926,0.1901,0.1904,2.6377,2.6377,55656.5077,47805.3713,16629.127,1434824.7685,1232422.4721
000029.SZ,20250205,14.17,0.2935,0.995,0.7,,,3.8731,27.0024,37.2534,0.0,,101166.0,89166.0,26301.7736,1433522.22,1263482.22
000030.SZ,20250205,5.12,0.5198,1.8156,1.05,14.7602,13.3916,1.1571,0.5629,0.5446,4.8199,4.8199,174164.3085,169220.9461,48449.2428,891721.2595,866411.244
000031.SZ,20250205,2.69,0.4059,1.5724,0.63,,,0.8771,0.3135,0.3154,0.0,,428631.3339,400288.7169,103339.4287,1153018.2882,1076776.6485
000032.SZ,20250205,17.05,2.9796,4.7586,1.77,58.8586,41.0347,3.203,0.3447,0.2938,0.6452,0.6452,113795.9234,64476.3811,40372.2419,1940220.494,1099322.2978
000034.SZ,20250205,34.92,8.3816,10.1086,2.57,19.9542,19.2499,2.5252,0.1955,0.1841,1.2467,1.2467,66958.6561,55269.3929,45827.0623,2338196.271,1930007.2001
