ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20251028,11.47,0.4234,1.0068,0.79,5.001,5.1622,0.502,1.5173,1.6393,8.4133,5.2137,1940591.8198,1940560.0653,816048.1215,22258588.1731,22258223.949
000002.SZ,20251028,6.27,0.9447,1.4179,1.06,,,0.3908,0.218,0.2447,0.0,,1193070.9471,971639.9629,647358.8838,7480554.8383,6092182.5674
000004.SZ,20251028,12.77,7.6567,10.3534,1.11,,,76.1561,17.1345,18.7739,0.0,,13238.0282,12628.7768,9339.358,169049.6201,161269.4797
000006.SZ,20251028,12.81,7.4003,11.745,0.76,,,3.2428,2.8514,3.6708,0.0,,134999.5046,134998.7396,85059.9248,1729343.6539,1729333.8543
000007.SZ,20251028,7.4,1.4304,2.3294,0.95,45.4385,45.2043,14.0368,8.3434,6.0733,0.0,,34644.8044,34644.8044,21275.216,256371.5526,256371.5526
000008.SZ,20251028,2.87,1.37,2.2501,0.59,,,2.6597,3.7445,3.6621,0.0,,271637.7683,271629.6952,165387.8495,779600.395,779577.2252
000009.SZ,20251028,10.8,1.4039,2.2642,0.79,161.3641,126.26,2.7736,1.3771,1.3241,0.4167,0.2778,257921.3965,257602.0465,159722.8271,2785551.0822,2782102.1022
000010.SZ,20251028,3.86,3.4158,4.1133,0.79,251.834,98.291,13.5925,5.2693,4.8602,0.0,,114965.2292,83039.169,68959.1626,443765.7847,320531.1923
000011.SZ,20251028,11.06,6.9478,19.558,1.48,,,1.9525,2.4108,2.2223,2.821,,59597.9092,52647.5543,18702.6342,659152.8758,582281.9506
000012.SZ,20251028,4.7,0.9914,1.6331,1.5,54.0995,,1.0921,0.9338,1.0413,5.3191,1.4643,307069.2107,195931.6598,118935.415,1443225.2903,920878.8011
000014.SZ,20251028,22.02,8.5075,12.8934,0.89,324.0782,,3.3216,14.8917,53.0588,0.9809,,24204.6224,24204.6224,15971.0154,532985.7852,532985.7852
000016.SZ,20251028,5.67,8.1823,12.1799,1.08,,,7.3328,1.2284,1.2469,0.0,,240794.5408,159659.38,107257.1368,1365305.0463,905268.6846
000017.SZ,20251028,6.8,4.5723,5.7848,0.58,278.2065,157.8018,12.9497,8.0819,6.8285,0.0,,68918.4933,30298.4965,23947.6218,468645.7544,206029.7762
000019.SZ,20251028,6.98,5.9295,9.1164,0.7,24.7294,24.8083,1.6125,1.4967,1.4649,2.8653,2.149,115253.5254,41621.6407,27071.6427,804469.6073,290519.0521
000020.SZ,20251028,15.02,9.5952,28.0938,1.99,115.767,97.1863,10.009,5.2078,4.7607,0.0,,28316.1227,18116.5391,6187.5497,425308.163,272110.4173
000021.SZ,20251028,29.46,8.0019,12.1747,0.86,49.7649,45.3087,3.7559,3.1225,2.9846,0.4382,0.6404,157157.3118,157132.1793,103276.3016,4629854.4056,4629114.0022
000025.SZ,20251028,18.58,6.2891,13.6335,1.12,58.6187,52.6408,4.4313,3.0643,4.675,0.1668,0.5382,43105.832,39277.832,18118.6699,800906.3586,729782.1186
000026.SZ,20251028,16.4,2.2212,4.0171,0.64,30.1998,45.0405,1.9706,1.6887,1.861,2.4397,2.439,40576.4007,36456.2983,20158.5656,665452.9715,597883.2921
000027.SZ,20251028,7.07,1.7748,7.1054,0.73,16.7742,17.1953,1.0361,0.8161,0.7904,1.9802,2.1216,475738.9916,475738.9916,118833.3328,3363474.6706,3363474.6706
000028.SZ,20251028,25.42,0.4557,1.2577,0.74,22.0203,26.4907,0.7677,0.1902,0.1937,2.6751,1.4398,55656.5077,47805.3712,17321.1225,1414788.4257,1215212.5359
000029.SZ,20251028,29.41,0.6489,2.1999,0.76,,,8.1217,73.099,27.1062,0.0,,101166.0,89166.0,26301.7736,2975292.06,2622372.06
000030.SZ,20251028,5.6,0.4864,1.7547,0.88,14.243,14.5197,1.2022,0.5848,0.5759,4.4643,2.7135,171981.0845,167090.6445,46318.9412,963094.0732,935707.6092
000031.SZ,20251028,3.19,0.4497,1.4639,0.71,,,1.2683,0.382,0.3913,0.0,,428631.3339,428630.4701,131681.1819,1367333.9551,1367331.1996
000032.SZ,20251028,20.9,2.0661,4.682,1.29,72.1306,88.0446,3.803,0.3529,0.4131,0.5263,0.5742,113795.9234,108936.3764,48072.6799,2378334.7991,2276770.2668
000034.SZ,20251028,40.36,4.2162,4.506,1.6,38.6174,43.4006,2.6853,0.2268,0.2119,1.0028,0.6476,72019.6154,60159.2443,56289.7992,2906711.6775,2428027.0999
000035.SZ,20251028,5.82,1.2419,1.7782,0.97,51.9844,110.72,1.3413,2.5681,2.6012,0.3446,0.5775,250078.3182,242583.2661,169424.2014,1455455.8119,1411834.6087
