ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250520,11.39,0.3317,0.7887,0.56,4.9662,5.0612,0.5068,1.5068,1.5606,8.4723,8.4723,1940591.8198,1940557.185,816045.2412,22103340.8275,22102946.3372
000002.SZ,20250520,6.78,0.5423,0.8139,0.83,,,0.4112,0.2357,0.2531,0.0,,1193070.9471,971693.5865,647412.5074,8089021.0213,6588082.5165
000004.SZ,20250520,9.02,9.6873,13.0992,0.87,,,22.8096,12.1028,11.7589,0.0,,13238.0282,12628.8093,9339.3905,119407.0144,113911.8599
000006.SZ,20250520,6.92,4.8941,7.7674,1.62,,,1.7371,1.5403,1.2573,0.0,,134999.5046,134998.7396,85059.9248,934196.5718,934191.278
000007.SZ,20250520,7.53,1.5017,2.4454,0.69,46.2367,45.3277,14.4109,8.4899,7.2588,0.0,,34644.8044,34644.8044,21275.216,260875.3771,260875.3771
000008.SZ,20250520,2.85,2.2139,3.6361,0.55,,,2.5895,3.7184,3.6438,0.0,,271637.7683,271623.3929,165381.5472,774167.6397,774126.6698
000009.SZ,20250520,8.08,0.3827,0.5868,0.68,120.7242,77.0625,2.0623,1.0303,1.0372,0.5569,0.5569,257921.3965,255143.0324,166387.8284,2084004.8837,2061555.7018
000010.SZ,20250520,2.93,2.1421,2.1457,0.78,191.159,92.4018,11.3799,3.9997,3.8165,0.0,,114965.2292,52595.1361,52505.5561,336848.1216,154103.7488
000011.SZ,20250520,8.67,1.0876,3.0615,1.02,,,1.5349,1.8898,1.8317,3.5986,3.5986,59597.9092,52647.5543,18702.6342,516713.8728,456454.2958
000012.SZ,20250520,4.76,0.4387,0.7228,1.01,54.7901,,1.0788,0.9457,1.0027,5.2521,5.2521,307069.2107,195926.7327,118930.4879,1461649.4429,932611.2477
000014.SZ,20250520,11.83,7.4052,11.2228,2.72,174.1074,,1.7741,8.0004,18.4606,1.8259,1.8259,24204.6224,24204.6224,15971.0154,286340.683,286340.683
000016.SZ,20250520,5.39,5.1056,7.5981,1.3,,,5.4813,1.1677,1.1592,0.0,,240794.5408,159659.38,107284.6868,1297882.5749,860564.0582
000017.SZ,20250520,6.64,6.555,8.2934,1.68,271.6605,234.2632,13.0945,7.8918,7.2908,0.0,,68918.4933,30298.4965,23947.6218,457618.7955,201182.0168
