ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250901,11.89,0.9577,2.2774,0.95,5.1842,5.3044,0.5243,1.5729,1.6606,8.1161,5.1136,1940591.8198,1940560.0653,816048.1215,23073636.7374,23073259.1764
000002.SZ,20250901,6.81,1.4479,2.1732,0.36,,,0.4244,0.2368,0.2658,0.0,,1193070.9471,971639.9629,647358.8838,8124813.1498,6616868.1473
000004.SZ,20250901,11.08,7.5457,10.2034,0.91,,,66.0775,14.8669,16.2893,0.0,,13238.0282,12628.7768,9339.358,146677.3525,139926.8469
000006.SZ,20250901,7.21,2.7516,4.3671,0.7,,,1.8252,1.6049,2.0661,0.0,,134999.5046,134998.7396,85059.9248,973346.4282,973340.9125
000007.SZ,20250901,7.63,2.3242,3.7847,0.92,46.8508,46.6093,14.473,8.6027,6.2621,0.0,,34644.8044,34644.8044,21275.216,264339.8576,264339.8576
000008.SZ,20250901,2.88,1.5496,2.545,0.59,,,2.6675,3.7575,3.6777,0.0,,271637.7683,271629.6952,165387.8495,782316.7727,782293.5222
000009.SZ,20250901,9.74,1.6432,2.5317,1.13,145.5265,113.8678,2.5014,1.2419,1.1941,0.462,0.308,257921.3965,257602.0465,167194.6101,2512154.4019,2509043.9329
000010.SZ,20250901,4.87,6.4845,7.9095,1.07,317.7284,82.4594,18.3078,6.648,5.8798,0.0,,114965.2292,78155.4111,64075.4047,559880.6662,380616.8521
000011.SZ,20250901,9.13,1.6653,4.6877,0.53,,,1.6118,1.9901,1.8345,3.4173,,59597.9092,52647.5543,18702.6342,544128.911,480672.1708
000012.SZ,20250901,4.75,0.6598,1.087,0.69,54.675,,1.1037,0.9437,1.0524,5.2632,1.4489,307069.2107,195931.6598,118935.415,1458578.7508,930675.3841
000014.SZ,20250901,14.52,4.8386,7.3331,0.6,213.6973,,2.1903,9.8196,34.987,1.4876,,24204.6224,24204.6224,15971.0154,351451.1172,351451.1172
000016.SZ,20250901,5.79,4.0221,5.9871,0.37,,,7.488,1.2544,1.2733,0.0,,240794.5408,159659.38,107257.1368,1394200.3912,924427.8102
000017.SZ,20250901,6.68,5.9475,7.5248,1.18,273.297,155.0171,12.7212,7.9393,6.7079,0.0,,68918.4933,30298.4965,23947.6218,460375.5352,202393.9566
000019.SZ,20250901,6.93,2.6465,4.0688,0.82,24.5522,21.4536,1.6225,1.4859,1.4949,2.886,2.1645,115253.5254,41621.6407,27071.6427,798706.931,288437.9701
000020.SZ,20250901,14.16,2.0895,6.1178,0.89,109.1385,97.7378,9.5923,4.9096,4.6371,0.0,,28316.1227,18116.5391,6187.5497,400956.2974,256530.1937
000021.SZ,20250901,21.95,5.6644,8.6305,0.69,36.9775,33.6663,2.7908,2.3202,2.2177,0.5897,0.8619,156728.0671,156702.9346,102847.0569,3440181.0728,3439629.4145
000025.SZ,20250901,18.15,4.1044,8.8976,1.09,57.2621,54.3385,4.4257,2.9934,4.0921,0.1708,0.551,43105.832,39277.832,18118.6699,782370.8508,712892.6508
000026.SZ,20250901,17.54,2.7171,4.9138,0.53,32.299,45.7229,2.135,1.8061,1.9508,2.2811,2.2805,40576.4007,36456.2983,20158.5656,711710.0683,639443.4722
000027.SZ,20250901,6.58,0.6665,2.6682,0.53,15.6116,16.0036,0.9643,0.7595,0.7356,2.1277,2.2796,475738.9916,475738.9916,118833.3328,3130362.5647,3130362.5647
000028.SZ,20250901,25.83,0.7905,2.1818,0.62,22.3754,25.4483,0.7927,0.1933,0.1959,2.6326,1.417,55656.5077,47805.3712,17321.1225,1437607.5939,1234812.7381
000029.SZ,20250901,29.21,1.0623,3.6014,0.66,,,8.1597,72.6019,32.4673,0.0,,101166.0,89166.0,26301.7736,2955058.86,2604538.86
000030.SZ,20250901,5.73,0.7388,2.665,0.74,14.5736,14.8568,1.2301,0.5984,0.5892,4.363,2.652,171981.0845,167090.6445,46318.9412,985451.6142,957429.393
000031.SZ,20250901,3.27,0.6634,2.1594,1.01,,,1.3001,0.3916,0.4012,0.0,,428631.3339,428630.4701,131681.1819,1401624.4619,1401621.6372
000032.SZ,20250901,25.78,4.322,9.7941,0.64,88.9726,108.6023,4.6909,0.4353,0.5096,0.4267,0.4655,113795.9234,108936.3764,48072.6799,2933658.9053,2808379.7836
000034.SZ,20250901,46.68,11.2722,12.047,0.96,44.6645,50.1968,3.1058,0.2623,0.2451,0.8671,0.56,72019.6154,60159.2443,56289.7992,3361875.6469,2808233.5239
000035.SZ,20250901,4.45,1.1947,1.7106,0.98,39.7475,84.657,1.0255,1.9636,1.9889,0.4506,0.7553,250078.3182,242583.2661,169424.2014,1112848.516,1079495.5341
000036.SZ,20250901,4.46,3.2853,4.6853,1.21,154.5476,659.4807,1.3164,14.7212,14.867,0.0,,140381.8725,140115.0983,98248.0024,626103.1514,624913.3384
000037.SZ,20250901,8.95,1.8091,3.0635,0.47,246.2352,141.8902,3.6757,12.1785,12.8002,0.0,,60276.2596,33890.815,20013.5196,539472.5234,303322.7943
000039.SZ,20250901,8.07,2.2302,2.8893,0.82,14.6409,12.8571,0.9212,0.2449,0.2492,0.2697,2.1809,539252.0385,230140.7141,177640.7141,4351763.9507,1857235.5628
000042.SZ,20250901,8.95,1.2868,2.7598,1.05,,,1.7376,1.3762,1.6265,0.0,,66483.1139,66413.1202,30965.6689,595023.8694,594397.4258
000045.SZ,20250901,11.12,1.4934,3.0612,0.62,63.024,69.7856,1.9086,1.6888,1.7004,0.5845,0.6385,50652.1849,45702.1849,22295.2413,563252.2961,508208.2961
000048.SZ,20250901,16.33,3.5881,8.4575,1.14,12.1316,12.2927,1.9929,1.4528,1.5335,2.279,4.3765,53028.225,52635.96,22330.8651,865950.9143,859545.2268
000049.SZ,20250901,24.43,3.8817,7.1229,1.06,22.7517,23.3201,1.4369,0.4505,0.4332,1.842,1.3508,38463.8534,38453.4862,20955.5893,939671.9386,939418.6679
