ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250109,11.4,0.3873,0.9209,0.64,4.7622,4.7526,0.5321,1.3432,1.4883,8.4649,8.4649,1940591.8198,1940561.7528,816049.809,22122746.7457,22122403.9819
000002.SZ,20250109,6.95,0.6943,1.0421,0.7,6.8174,,0.3542,0.178,0.2097,0.0,,1193070.9471,971693.5865,647412.5074,8291843.0823,6753270.4262
000004.SZ,20250109,13.26,6.5631,8.8747,0.81,,,10.9884,15.9508,16.6554,0.0,,13238.0282,12628.8093,9339.3905,175536.2539,167458.0113
000006.SZ,20250109,6.9,1.5488,2.458,0.64,,,1.4445,3.3142,1.368,0.0,,134999.5046,134998.7396,85059.9248,931496.5817,931491.3032
000007.SZ,20250109,7.13,1.7354,2.8259,1.17,68.6746,87.2907,19.1581,11.4155,11.3669,0.0,,34644.8044,34644.8044,21275.216,247017.4554,247017.4554
000008.SZ,20250109,2.65,2.4884,4.1166,0.7,,,2.1319,2.866,3.1392,0.0,,271637.7683,268602.4366,162360.5909,719840.086,711796.457
000009.SZ,20250109,8.58,0.4362,0.7272,0.72,29.2543,47.7634,2.1808,0.7209,1.0627,0.5245,0.5245,257921.3965,255143.0324,153039.2968,2212965.582,2189127.218
000010.SZ,20250109,2.96,6.3696,7.0714,0.83,,,15.5571,11.2341,8.2757,0.0,,114965.2292,52595.1361,47375.6697,340297.0784,155681.6029
000011.SZ,20250109,8.43,0.3753,1.0566,0.53,10.8275,21.2666,1.1217,1.6944,2.7075,3.7011,3.7011,59597.9092,52647.5543,18702.6342,502410.3746,443818.8827
000012.SZ,20250109,4.99,0.4966,0.8314,0.69,9.255,15.7093,1.089,0.8421,0.9257,5.01,5.01,307069.2107,195927.9645,117033.375,1532275.3614,977680.5429
000014.SZ,20250109,10.27,1.3032,1.9751,0.64,4.7642,33.8039,1.5029,1.7894,5.1055,2.1032,2.1032,24204.6224,24204.6224,15971.0154,248581.472,248581.472
