ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250424,11.03,0.3552,0.8446,0.84,4.8092,4.9012,0.4908,1.4591,1.5113,8.7489,8.7489,1940591.8198,1940557.185,816045.2412,21404727.7724,21404345.7506
000002.SZ,20250424,7.08,0.8545,1.2824,0.57,,,0.4168,0.2461,0.2461,0.0,,1193070.9471,971693.5865,647412.5074,8446942.3055,6879590.5924
000004.SZ,20250424,8.71,5.126,6.3416,0.65,,,7.2179,10.4775,10.9403,0.0,,13238.0282,12628.8093,10208.1245,115303.2256,109996.929
000006.SZ,20250424,6.34,1.6901,2.6824,0.78,,,1.3273,3.0452,1.257,0.0,,134999.5046,134998.7396,85059.9248,855896.8592,855892.0091
000007.SZ,20250424,6.51,2.5852,4.2098,0.85,62.7029,79.7002,17.4922,10.4228,10.3785,0.0,,34644.8044,34644.8044,21275.216,225537.6766,225537.6766
000008.SZ,20250424,2.69,2.6675,4.3811,0.9,,,2.4109,3.5096,3.5096,0.0,,271637.7683,271623.3929,165381.5472,730705.5967,730666.9269
000009.SZ,20250424,7.59,0.6072,0.9311,1.51,113.4031,113.4031,1.9745,0.9678,0.9678,0.5929,0.5929,257921.3965,255143.0324,166387.8284,1957623.3994,1936535.6159
000010.SZ,20250424,2.55,2.4548,2.7253,1.05,,,13.4022,9.678,7.1294,0.0,,114965.2292,52595.1361,47375.6697,293161.3345,134117.5971
000011.SZ,20250424,8.38,0.6347,1.7867,0.8,,,1.4857,1.8266,1.8266,3.7232,3.7232,59597.9092,52647.5543,18702.6342,499430.4791,441186.505
000012.SZ,20250424,4.81,0.4602,0.604,1.31,8.9212,15.1427,1.0497,0.8118,0.8924,5.1975,5.1975,307069.2107,195926.7327,149288.0453,1477002.9035,942407.5843
000014.SZ,20250424,10.96,2.647,4.0116,0.81,161.3032,161.3032,1.634,7.412,7.412,1.9708,1.9708,24204.6224,24204.6224,15971.0154,265282.6615,265282.6615
000016.SZ,20250424,4.8,3.4558,5.1429,0.65,,,4.8775,1.0399,1.0399,0.0,,240794.5408,159659.38,107284.6868,1155813.7958,766365.024
000017.SZ,20250424,6.12,8.6858,10.9893,0.69,250.3859,250.3859,12.2696,7.2737,7.2737,0.0,,68918.4933,30298.4965,23947.6218,421781.179,185426.7986
000019.SZ,20250424,6.74,3.4548,5.3117,0.71,22.3333,24.4152,1.6053,1.2549,1.4091,2.9674,2.9674,115253.5254,41621.6407,27071.6427,776808.7612,280529.8583
000020.SZ,20250424,11.31,1.2165,3.5618,1.31,87.1721,85.9132,7.8191,3.9214,3.9556,0.0,,28316.1227,18116.5391,6187.5497,320255.3477,204898.0572
000021.SZ,20250424,17.33,1.112,1.6981,1.01,41.9561,31.4675,2.3387,1.8959,1.912,0.7501,0.7501,156058.7588,156042.3713,102186.4936,2704498.29,2704214.2946
000025.SZ,20250424,17.27,7.7807,16.867,0.48,54.4857,54.4857,4.3109,2.8482,2.8482,0.1795,0.1795,43105.832,39277.832,18118.6699,744437.7186,678328.1586
000026.SZ,20250424,10.3,1.3278,2.4002,1.16,18.9669,18.9669,1.2322,1.0606,1.0606,3.8846,3.8846,40576.4007,36476.9323,20179.1996,417936.9272,375712.4027
000027.SZ,20250424,6.2,0.4372,1.7402,1.96,14.71,14.71,0.9541,0.7157,0.7157,2.2581,2.2581,475738.9916,475738.9916,119510.6804,2949581.7479,2949581.7479
000028.SZ,20250424,24.54,0.4798,1.3242,1.21,21.258,21.258,0.773,0.1836,0.1836,2.771,2.771,55656.5077,47805.3712,17321.1225,1365810.699,1173143.8092
000029.SZ,20250424,15.29,0.3943,1.3368,0.9,,,4.4043,38.0035,38.0035,0.0,,101166.0,89166.0,26301.7736,1546828.14,1363348.14
000030.SZ,20250424,5.99,0.9306,3.2493,0.81,15.4283,15.4283,1.315,0.6335,0.6335,4.1198,4.1198,174164.3085,169241.1857,48469.4824,1043244.2079,1013754.7023
000031.SZ,20250424,2.71,0.478,1.8517,0.55,,,1.0963,0.3246,0.3246,0.0,,428631.3339,400288.7169,103339.4287,1161590.9149,1084782.4228
