ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250415,10.95,0.3724,0.8403,0.76,4.7743,4.7743,0.5001,1.4485,1.4485,8.8128,8.8128,1940591.8198,1940557.185,860093.1126,21249480.4268,21249101.1758
000002.SZ,20250415,6.99,0.7831,1.1754,0.5,,,0.4115,0.243,0.243,0.0,,1193070.9471,971693.5865,647412.5074,8339565.9202,6792138.1696
000004.SZ,20250415,10.26,11.4189,14.1267,2.48,,,8.5023,12.342,12.8872,0.0,,13238.0282,12628.8093,10208.1245,135822.1693,129571.5834
000006.SZ,20250415,6.28,2.5058,3.9769,0.61,,,1.3147,3.0164,1.2451,0.0,,134999.5046,134998.7396,85059.9248,847796.8889,847792.0847
000007.SZ,20250415,6.03,3.9848,6.4888,1.53,58.0796,73.8237,16.2025,9.6543,9.6133,0.0,,34644.8044,34644.8044,21275.216,208908.1705,208908.1705
000008.SZ,20250415,2.91,7.4296,12.2912,0.66,,,2.341,3.1472,3.4472,0.0,,271637.7683,268602.4366,162360.5909,790465.9058,781633.0905
000009.SZ,20250415,7.85,0.4976,0.7631,0.52,26.7653,43.6996,1.9952,0.6596,0.9723,0.5732,0.5732,257921.3965,255143.0324,166387.8284,2024682.9625,2002872.8043
000010.SZ,20250415,2.67,6.3488,7.0483,1.44,,,14.0329,10.1334,7.4649,0.0,,114965.2292,52595.1361,47375.6697,306957.162,140429.0134
000011.SZ,20250415,7.94,0.4058,1.1425,0.42,,,1.4077,1.7307,1.7307,3.9295,3.9295,59597.9092,52647.5543,18702.6342,473207.399,418021.5811
000012.SZ,20250415,4.82,0.4052,0.5318,0.51,8.9397,15.1741,1.0519,0.8135,0.8942,5.1867,5.1867,307069.2107,195926.7327,149288.0453,1480073.5956,944366.8516
000014.SZ,20250415,10.49,2.3193,3.5149,0.59,154.386,154.386,1.5639,7.0942,7.0942,2.0591,2.0591,24204.6224,24204.6224,15971.0154,253906.489,253906.489
000016.SZ,20250415,5.68,17.1024,25.4516,2.25,,,5.7717,1.2305,1.2305,0.0,,240794.5408,159659.38,107284.6868,1367712.9917,906865.2784
000017.SZ,20250415,5.88,3.5208,4.4546,0.59,226.3668,199.92,12.8166,7.1285,8.1139,0.0,,68918.4933,30298.4965,23947.6218,405240.7406,178155.1594
000019.SZ,20250415,7.55,14.8901,22.893,1.33,25.0173,27.3494,1.7983,1.4058,1.5785,2.649,2.649,115253.5254,41621.6407,27071.6427,870164.1168,314243.3873
000020.SZ,20250415,11.27,0.9353,2.7384,0.46,239.181,210.7677,8.3723,4.3924,4.3654,0.0,,28316.1227,18116.5391,6187.5497,319122.7028,204173.3957
