ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250829,12.05,0.9302,2.212,0.94,5.2539,5.3758,0.5313,1.5941,1.6829,8.0083,5.0457,1940591.8198,1940560.0653,816048.1215,23384131.4286,23383748.7869
000002.SZ,20250829,6.79,2.0372,3.0576,0.53,,,0.4232,0.2361,0.265,0.0,,1193070.9471,971639.9629,647358.8838,8100951.7308,6597435.3481
000004.SZ,20250829,11.31,9.6654,13.0696,1.25,,,67.4492,15.1755,16.6274,0.0,,13238.0282,12628.7768,9339.358,149722.0989,142831.4656
000006.SZ,20250829,7.34,3.0112,4.779,0.77,,,1.8581,1.6338,2.1033,0.0,,134999.5046,134998.7396,85059.9248,990896.3638,990890.7487
000007.SZ,20250829,7.56,1.7651,2.8743,0.62,46.421,45.5083,14.4683,8.5238,7.2877,0.0,,34644.8044,34644.8044,21275.216,261914.7213,261914.7213
000008.SZ,20250829,2.86,1.7649,2.8987,0.57,,,2.649,3.7314,3.6521,0.0,,271637.7683,271629.6952,165387.8495,776884.0173,776860.9283
000009.SZ,20250829,9.8,2.7644,4.2592,2.56,146.423,114.5693,2.5168,1.2496,1.2015,0.4592,0.3061,257921.3965,257602.0465,167194.6101,2527629.6857,2524500.0557
000010.SZ,20250829,4.43,7.4212,8.51,1.37,289.0219,75.0092,16.6537,6.0474,5.3486,0.0,,114965.2292,78155.4111,68155.4111,509295.9654,346228.4712
000011.SZ,20250829,9.04,1.794,5.0501,0.52,,,1.5959,1.9705,1.8164,3.4513,,59597.9092,52647.5543,18702.6342,538765.0992,475933.8909
000012.SZ,20250829,4.75,0.7183,1.1833,0.67,54.675,,1.1037,0.9437,1.0524,5.2632,1.4489,307069.2107,195931.6598,118935.415,1458578.7508,930675.3841
000014.SZ,20250829,14.26,4.8834,7.4009,0.54,209.8708,,2.1385,9.6438,22.2526,1.5147,,24204.6224,24204.6224,15971.0154,345157.9154,345157.9154
000016.SZ,20250829,5.71,6.2083,9.2415,0.59,,,7.3846,1.237,1.2557,0.0,,240794.5408,159659.38,107257.1368,1374936.828,911655.0598
000017.SZ,20250829,6.5,3.9584,5.0081,0.72,265.9327,150.8399,12.3784,7.7254,6.5272,0.0,,68918.4933,30298.4965,23947.6218,447970.2065,196940.2273
000019.SZ,20250829,6.97,3.5348,5.4347,1.11,24.6939,21.5775,1.6319,1.4945,1.5035,2.8694,2.1521,115253.5254,41621.6407,27071.6427,803317.072,290102.8357
000020.SZ,20250829,13.94,1.7599,5.1529,0.73,107.4429,96.2192,9.4432,4.8333,4.565,0.0,,28316.1227,18116.5391,6187.5497,394726.7504,252544.5551
000021.SZ,20250829,21.84,6.3077,9.6108,0.74,36.7921,33.4976,2.7768,2.3086,2.2066,0.5927,0.8662,156728.0671,156702.9346,102847.0569,3422940.9855,3422392.0917
000025.SZ,20250829,18.0,5.7394,12.442,1.79,56.7888,53.8895,4.3891,2.9686,4.0582,0.1722,0.5556,43105.832,39277.832,18118.6699,775904.976,707000.976
