ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250414,10.93,0.405,0.9138,0.6,4.7656,4.7656,0.4992,1.4459,1.4459,8.8289,8.8289,1940591.8198,1940557.185,860093.1126,21210668.5904,21210290.0321
000002.SZ,20250414,7.05,0.8833,1.3258,0.49,,,0.415,0.2451,0.2451,0.0,,1193070.9471,971693.5865,647412.5074,8411150.1771,6850439.7848
000004.SZ,20250414,9.33,3.2154,3.9779,0.74,,,7.7316,11.2233,11.7191,0.0,,13238.0282,12628.8093,10208.1245,123510.8031,117826.7908
000006.SZ,20250414,6.34,2.6095,4.1415,0.64,,,1.3273,3.0452,1.257,0.0,,134999.5046,134998.7396,85059.9248,855896.8592,855892.0091
000007.SZ,20250414,6.23,5.9415,9.6752,3.26,60.006,76.2723,16.7399,9.9745,9.9321,0.0,,34644.8044,34644.8044,21275.216,215837.1314,215837.1314
000008.SZ,20250414,3.08,10.1098,16.7252,0.97,,,2.4778,3.3311,3.6486,0.0,,271637.7683,268602.4366,162360.5909,836644.3264,827295.5047
000009.SZ,20250414,7.96,0.8184,1.2549,0.72,27.1403,44.312,2.0232,0.6688,0.9859,0.5653,0.5653,257921.3965,255143.0324,166387.8284,2053054.3161,2030938.5379
000010.SZ,20250414,2.58,4.094,4.5451,0.96,,,13.5599,9.7918,7.2133,0.0,,114965.2292,52595.1361,47375.6697,296610.2913,135695.4511
000011.SZ,20250414,8.01,0.6907,1.9444,0.61,,,1.4201,1.746,1.746,3.8951,3.8951,59597.9092,52647.5543,18702.6342,477379.2527,421706.9099
000012.SZ,20250414,4.84,0.5194,0.6816,0.49,8.9768,15.2371,1.0562,0.8168,0.8979,5.1653,5.1653,307069.2107,195926.7327,149288.0453,1486214.9798,948285.3863
000014.SZ,20250414,10.54,2.9285,4.4383,0.77,155.1219,155.1219,1.5714,7.128,7.128,2.0493,2.0493,24204.6224,24204.6224,15971.0154,255116.7201,255116.7201
000016.SZ,20250414,5.28,14.5862,21.7069,2.83,,,3.145,0.7123,1.1462,0.0,,240794.5408,159659.38,107284.6868,1271395.1754,843001.5264
000017.SZ,20250414,5.84,4.7455,6.004,0.76,224.8269,198.56,12.7294,7.08,8.0587,0.0,,68918.4933,30298.4965,23947.6218,402484.0009,176943.2196
000019.SZ,20250414,7.21,11.3859,17.5053,1.04,23.8907,26.1178,1.7173,1.3425,1.5074,2.7739,2.7739,115253.5254,41621.6407,27071.6427,830977.9181,300092.0294
000020.SZ,20250414,11.3,1.3343,3.9067,0.67,239.8177,211.3288,8.3946,4.404,4.377,0.0,,28316.1227,18116.5391,6187.5497,319972.1865,204716.8918
000021.SZ,20250414,17.55,2.5181,3.8452,0.89,42.4888,31.8669,2.3684,1.92,1.9363,0.7407,0.7407,156058.7588,156042.3713,102186.4936,2738831.2169,2738543.6163
000025.SZ,20250414,16.18,2.3821,5.1639,0.55,51.0468,51.0468,4.0388,2.6685,2.6685,0.1916,0.1916,43105.832,39277.832,18118.6699,697452.3618,635515.3218
000026.SZ,20250414,10.26,1.1931,2.1566,0.54,18.8933,18.8933,1.2274,1.0565,1.0565,3.8997,3.8997,40576.4007,36476.9323,20179.1996,416313.8712,374253.3254
000027.SZ,20250414,6.14,0.2751,0.8854,0.53,14.2773,25.5318,0.9696,0.7212,0.7028,2.2801,2.2801,475738.9916,475738.9916,147844.3143,2921037.4084,2921037.4084
000028.SZ,20250414,24.56,0.659,1.8188,0.51,21.2753,21.2753,0.7736,0.1838,0.1838,2.7687,2.7687,55656.5077,47805.3712,17321.1225,1366923.8291,1174099.9167
000029.SZ,20250414,14.2,0.3056,1.0361,0.49,,,4.0903,35.2943,35.2943,0.0,,101166.0,89166.0,26301.7736,1436557.2,1266157.2
000030.SZ,20250414,5.18,0.6613,2.3098,0.57,14.9331,13.5485,1.1707,0.5695,0.551,4.764,4.764,174164.3085,169220.9461,48449.2428,902171.118,876564.5008
000031.SZ,20250414,2.82,0.845,3.2732,1.54,,,0.9195,0.3286,0.3306,0.0,,428631.3339,400288.7169,103339.4287,1208740.3616,1128814.1817
000032.SZ,20250414,21.7,3.5821,5.224,0.72,74.9109,52.226,4.0766,0.4387,0.374,0.5069,0.5069,113795.9234,64476.3811,44211.3657,2469371.5378,1399137.4699
000034.SZ,20250414,37.21,5.0245,5.8802,0.79,35.1617,35.1617,2.5943,0.2065,0.2065,1.1014,1.1014,71126.0675,59436.8043,50788.0177,2646600.9717,2211643.488
000035.SZ,20250414,4.46,0.7406,1.1824,0.51,33.0674,29.7283,1.0282,2.0951,1.9104,0.4496,0.4496,250078.3182,242579.4086,151947.834,1115349.2992,1081904.1624
000036.SZ,20250414,3.6,1.0147,1.557,0.55,65.4454,77.8041,1.0512,9.4518,11.0712,0.0,,148393.4025,148126.6283,96538.0024,534216.249,533255.8619
