ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20251020,11.42,0.4909,1.1674,0.72,4.9792,5.0947,0.5088,1.5107,1.595,8.4501,5.2365,1940591.8198,1940560.0653,816048.1215,22161558.5821,22161195.9457
000002.SZ,20251020,6.34,0.894,1.3418,0.5,,,0.3951,0.2204,0.2474,0.0,,1193070.9471,971639.9629,647358.8838,7564069.8046,6160197.3648
000004.SZ,20251020,12.85,4.5965,6.2154,0.54,,,76.6332,17.2418,18.8915,0.0,,13238.0282,12628.7768,9339.358,170108.6624,162279.7819
000006.SZ,20251020,12.02,9.4716,15.0323,0.94,,,3.0429,2.6755,3.4444,0.0,,134999.5046,134998.7396,85059.9248,1622694.0453,1622684.85
000007.SZ,20251020,7.19,1.4635,2.3831,0.82,44.149,43.9215,13.6384,8.1066,5.901,0.0,,34644.8044,34644.8044,21275.216,249096.1436,249096.1436
000008.SZ,20251020,2.82,1.3599,2.2334,0.7,,,2.612,3.6792,3.601,0.0,,271637.7683,271629.6952,165387.8495,766018.5066,765995.7405
000009.SZ,20251020,10.86,1.3009,2.0982,0.59,162.2606,126.9614,2.789,1.3847,1.3314,0.4144,0.2762,257921.3965,257602.0465,159722.8271,2801026.366,2797558.225
000010.SZ,20251020,4.15,6.781,8.2711,1.85,270.7542,70.2682,15.6011,5.6651,5.0105,0.0,,114965.2292,78155.4111,64075.4047,477105.7012,324344.9561
000011.SZ,20251020,9.71,2.7597,7.7686,0.53,,,1.7142,2.1165,1.9511,3.2132,,59597.9092,52647.5543,18702.6342,578695.6983,511207.7523
000012.SZ,20251020,4.64,0.4909,0.8087,0.63,53.4089,,1.0781,0.9219,1.028,5.3879,1.4832,307069.2107,195931.6598,118935.415,1424801.1376,909122.9015
000014.SZ,20251020,22.02,10.062,15.2493,1.1,324.0782,,3.3216,14.8917,53.0588,0.9809,,24204.6224,24204.6224,15971.0154,532985.7852,532985.7852
000016.SZ,20251020,5.0,1.0903,1.6229,0.61,,,6.4663,1.0832,1.0995,0.0,,240794.5408,159659.38,107257.1368,1203972.704,798296.9
000017.SZ,20251020,7.19,10.682,13.5149,0.8,294.1625,166.8522,13.6924,8.5454,7.2201,0.0,,68918.4933,30298.4965,23947.6218,495523.9668,217846.1898
000019.SZ,20251020,6.83,1.5997,2.4595,0.66,24.1979,21.1441,1.5991,1.4645,1.4733,2.9283,2.1962,115253.5254,41621.6407,27071.6427,787181.5785,284275.806
000020.SZ,20251020,14.28,3.9814,11.6573,0.78,110.0634,98.566,9.6736,4.9512,4.6763,0.0,,28316.1227,18116.5391,6187.5497,404354.2322,258704.1783
000021.SZ,20251020,27.24,9.1471,13.937,0.61,45.8891,41.78,3.4634,2.8794,2.7522,0.4752,0.6945,156728.0671,156702.9346,102847.0569,4269272.5478,4268587.9385
000025.SZ,20251020,17.4,1.8965,4.1113,0.76,54.8959,52.0932,4.2428,2.8697,3.923,0.1782,0.5747,43105.832,39277.832,18118.6699,750041.4768,683434.2768
000026.SZ,20251020,16.46,1.1185,2.0228,0.75,30.3103,42.9076,2.0035,1.6949,1.8307,2.4308,2.4301,40576.4007,36456.2983,20158.5656,667887.5555,600070.67
000027.SZ,20251020,6.78,0.6903,2.7634,1.01,16.0861,16.49,0.9936,0.7826,0.758,2.0649,2.2124,475738.9916,475738.9916,118833.3328,3225510.363,3225510.363
000028.SZ,20251020,25.29,0.4316,1.1912,0.76,21.9077,24.9163,0.7761,0.1892,0.1918,2.6888,1.4472,55656.5077,47805.3712,17321.1225,1407553.0797,1208997.8376
000029.SZ,20251020,29.53,0.5395,1.829,0.93,,,8.2491,73.3973,32.823,0.0,,101166.0,89166.0,26301.7736,2987431.98,2633071.98
000030.SZ,20251020,5.41,0.5372,1.9378,0.7,13.7597,14.0271,1.1614,0.565,0.5563,4.6211,2.8088,171981.0845,167090.6445,46318.9412,930417.6671,903960.3867
000031.SZ,20251020,3.21,0.3899,1.269,0.65,,,1.2762,0.3844,0.3938,0.0,,428631.3339,428630.4701,131681.1819,1375906.5818,1375903.809
000032.SZ,20251020,20.29,1.0521,2.3842,0.66,70.0253,85.4748,3.692,0.3426,0.401,0.5421,0.5914,113795.9234,108936.3764,48072.6799,2308919.2858,2210319.0772
000034.SZ,20251020,38.18,1.8569,1.9845,0.39,36.5315,41.0564,2.5403,0.2145,0.2004,1.0601,0.6846,72019.6154,60159.2443,56289.7992,2749708.916,2296879.9474
000035.SZ,20251020,5.76,2.4425,3.4971,0.74,51.4485,109.5785,1.3274,2.5417,2.5744,0.3481,0.5836,250078.3182,242583.2661,169424.2014,1440451.1128,1397279.6127
000036.SZ,20251020,3.99,1.0305,1.4696,0.57,138.2612,589.9839,1.1777,13.1699,13.3003,0.0,,140381.8725,140115.0983,98248.0024,560123.6713,559059.2422
000037.SZ,20251020,8.84,1.5645,2.6494,0.81,243.2089,140.1463,3.6305,12.0288,12.6428,0.0,,60276.2596,33890.815,20013.5196,532842.1349,299594.8046
000039.SZ,20251020,8.1,1.0767,1.3949,0.66,14.6953,12.9049,0.9246,0.2459,0.2501,0.2687,2.1728,539252.0385,230140.7141,177640.7141,4367941.5119,1864139.7842
000042.SZ,20251020,7.86,0.6753,1.4483,0.87,,,1.5259,1.2086,1.4284,0.0,,66483.1139,66413.1202,30965.6689,522557.2753,522007.1248
000045.SZ,20251020,13.27,8.6836,17.8002,0.71,75.2094,83.2783,2.2776,2.0153,2.0292,0.4898,0.535,50652.1849,45702.1849,22295.2413,672154.4936,606467.9936
000048.SZ,20251020,16.82,1.7113,4.0175,0.45,12.4957,12.6616,2.1503,1.4964,1.5795,2.2126,4.2474,53028.225,52635.96,22420.3975,891934.7445,885336.8472
000049.SZ,20251020,26.7,2.1784,3.9974,0.71,24.8657,25.487,1.5705,0.4923,0.4735,1.6854,1.236,38463.8534,38453.4862,20955.5893,1026984.8858,1026708.0815
000050.SZ,20251020,9.16,0.8052,1.5637,0.61,,842.8022,0.8184,0.6721,0.6419,0.0,,245774.7661,245771.6686,126551.2451,2251296.8575,2251268.4844
000055.SZ,20251020,4.25,1.5684,2.1025,0.91,31.5161,100.7316,0.7493,1.0316,1.1737,1.8824,1.1765,107387.4227,67585.2229,50415.848,456396.5465,287237.1973
000056.SZ,20251020,2.34,5.1708,6.467,0.69,,,16.0649,4.2065,4.6739,0.0,,118252.822,90372.6533,72259.9633,276711.6035,211472.0087
000058.SZ,20251020,10.15,1.8162,6.1978,0.45,332.7014,367.7964,6.1379,7.3017,7.5248,0.2956,0.1232,123120.0672,98473.9354,28857.6172,1249668.6821,999510.4443
000059.SZ,20251020,5.09,0.931,1.7578,0.86,,,0.7771,0.2353,0.2428,0.275,0.3536,159944.2537,159944.2537,84712.3362,814116.2513,814116.2513
000060.SZ,20251020,5.62,2.3028,3.5825,0.51,19.4158,19.1174,1.4445,0.3512,0.3484,0.9964,1.548,373760.4976,373754.8726,240248.8028,2100533.9965,2100502.384
000061.SZ,20251020,8.2,0.8408,2.3335,0.5,42.3679,44.9857,1.9545,2.892,2.3998,1.1468,0.7298,198496.1198,169693.3006,61139.8363,1627668.1824,1391485.0649
000062.SZ,20251020,27.08,0.8006,2.6386,0.56,132.9942,104.1185,4.1919,1.2901,1.2521,1.6617,2.3264,104590.9322,104492.7241,31703.8401,2832322.444,2829662.9686
000063.SZ,20251020,48.6,4.6701,6.1296,0.57,27.5947,29.9977,3.1064,1.9166,1.7833,1.4053,1.2695,478353.4887,402736.0077,306841.9677,23247979.5508,19572969.9742
000065.SZ,20251020,11.21,2.2923,4.3468,1.63,11.4436,14.6614,1.1959,0.6295,0.7799,0.7676,1.3193,107138.5874,97496.2288,51416.3105,1201023.5648,1092932.7248
000066.SZ,20251020,16.01,1.607,2.6839,0.37,,,4.6044,3.6363,3.5634,0.0,,322579.9088,322558.9838,193131.473,5164504.3399,5164169.3306
000068.SZ,20251020,3.69,1.6077,2.8444,1.12,283.2823,,5.9965,3.6786,3.3981,0.0,,100667.1464,100667.1464,56900.4369,371461.7702,371461.7702
000069.SZ,20251020,2.41,0.864,1.7188,0.67,,,0.4093,0.356,0.4535,0.0,,803775.8053,689860.1781,346765.3119,1937099.6908,1662563.0292
000070.SZ,20251020,9.3,3.0307,4.7843,0.95,,,5.55,1.8989,2.099,0.0,,90034.476,88867.8852,56295.7363,837320.6268,826471.3324
000078.SZ,20251020,2.49,0.6233,1.1611,0.82,,,3.5804,0.2161,0.234,0.0,,263112.3257,262644.1138,140999.601,655149.691,653983.8434
000088.SZ,20251020,4.49,0.6376,1.4559,0.61,17.3017,16.9799,1.3179,29.4186,30.1111,3.3411,2.8953,519948.3346,316289.4468,138511.8305,2334568.0224,1420139.6161
000089.SZ,20251020,7.15,0.6555,1.5233,0.97,33.0964,25.239,1.2843,3.0939,2.9229,1.3986,1.6783,205076.9509,205074.2403,88244.6871,1466300.1989,1466280.8181
000090.SZ,20251020,3.68,1.7773,2.9414,0.46,11.0805,16.5641,0.6159,0.322,0.3161,6.7935,2.7174,186854.5434,186845.9934,112899.5706,687624.7197,687593.2557
000096.SZ,20251020,11.29,1.1448,2.4914,1.04,61.4821,71.0576,2.1496,3.0146,3.6758,0.4872,0.6643,52800.0,51084.8,23472.9623,596112.0,576747.392
000099.SZ,20251020,21.64,1.2367,2.0151,0.45,55.3628,51.7772,3.1215,7.7601,7.4968,0.3775,0.5776,77577.0137,77577.0137,47609.5662,1678766.5765,1678766.5765
000100.SZ,20251020,4.12,1.1906,1.2309,0.46,54.7912,34.9452,1.3988,0.5199,0.5036,1.753,1.1532,2080086.2447,1809674.5896,1750490.4643,8569955.3282,7455859.3092
000151.SZ,20251020,12.05,0.9173,1.3907,0.92,,,13.3596,3.315,3.775,0.0,,33737.0728,30793.4695,20311.8595,406531.7272,371061.3075
000153.SZ,20251020,6.64,1.219,1.7266,0.8,19.188,22.5426,1.4736,0.7203,0.7708,1.6138,1.506,46477.3722,45231.3722,31933.8047,308609.7514,300336.3114
000155.SZ,20251020,10.47,1.0885,1.7981,0.75,26.5919,48.4009,1.8814,6.3274,7.06,1.5282,1.6237,184616.8342,184616.8342,111765.2937,1932938.2541,1932938.2541
000156.SZ,20251020,7.67,0.428,0.8163,0.52,26.6142,26.0655,0.9565,1.5128,1.4984,2.8683,2.3468,185293.2442,169987.5877,89117.3393,1421199.183,1303804.7977
000157.SZ,20251020,8.01,1.1405,1.7128,0.6,19.6782,17.3312,1.2123,1.5233,1.5126,3.995,3.7453,864853.5236,707041.7363,470792.1672,6927476.724,5663404.3078
000158.SZ,20251020,25.13,11.8686,18.2626,1.78,,,7.6104,4.5556,4.1318,0.0,,159861.6721,158793.2246,103197.6061,4017323.8199,3990473.7342
000159.SZ,20251020,5.96,4.9255,6.3822,1.52,,,1.4015,1.112,1.7553,0.0,,48068.5993,48067.2868,37096.398,286488.8518,286481.0293
000166.SZ,20251020,5.32,0.376,1.0762,0.71,25.5654,18.0829,1.2281,5.3856,5.2129,1.3722,1.1842,2503994.456,2253550.7316,787417.7642,13321250.5059,11988889.8921
