ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250915,11.65,0.4331,1.0298,0.94,5.0795,5.1973,0.5137,1.5411,1.6271,8.2833,5.2189,1940591.8198,1940560.0653,816048.1215,22607894.7007,22607524.7607
000002.SZ,20250915,6.97,2.356,3.5363,1.08,,,0.4344,0.2423,0.272,0.0,,1193070.9471,971639.9629,647358.8838,8315704.5013,6772330.5414
000004.SZ,20250915,10.73,4.1764,5.6474,1.0,,,63.9902,14.3973,15.7747,0.0,,13238.0282,12628.7768,9339.358,142044.0426,135506.7751
000006.SZ,20250915,7.48,4.2637,6.7669,1.28,,,1.8936,1.665,2.1435,0.0,,134999.5046,134998.7396,85059.9248,1009796.2944,1009790.5722
000007.SZ,20250915,7.54,1.3893,2.2624,0.88,46.2982,46.0596,14.3023,8.5012,6.1882,0.0,,34644.8044,34644.8044,21275.216,261221.8252,261221.8252
000008.SZ,20250915,2.92,2.9222,4.7994,1.93,,,2.7046,3.8097,3.7287,0.0,,271637.7683,271629.6952,165387.8495,793182.2834,793158.71
000009.SZ,20250915,10.91,3.3241,5.1486,0.85,163.0076,127.546,2.8019,1.3911,1.3376,0.4125,0.275,257921.3965,257602.0465,166315.1993,2813922.4358,2810438.3273
000010.SZ,20250915,4.83,5.6257,6.8619,0.96,315.1187,81.7821,18.1574,6.5934,5.8315,0.0,,114965.2292,78155.4111,64075.4047,555282.057,377490.6356
000011.SZ,20250915,9.17,1.8028,5.0748,1.05,,,1.6189,1.9988,1.8426,3.4024,,59597.9092,52647.5543,18702.6342,546512.8274,482778.0729
000012.SZ,20250915,4.75,0.8266,1.3618,0.98,54.675,,1.1037,0.9437,1.0524,5.2632,1.4489,307069.2107,195931.6598,118935.415,1458578.7508,930675.3841
000014.SZ,20250915,15.91,7.6765,11.6341,1.08,234.1546,,2.4,10.7596,38.3363,1.3576,,24204.6224,24204.6224,15971.0154,385095.5424,385095.5424
000016.SZ,20250915,5.58,4.0755,6.0666,1.19,,,7.2164,1.2089,1.2271,0.0,,240794.5408,159659.38,107257.1368,1343633.5377,890899.3404
000017.SZ,20250915,7.07,10.1078,12.7884,0.64,289.253,164.0674,13.4639,8.4028,7.0996,0.0,,68918.4933,30298.4965,23947.6218,487253.7476,214210.3703
000019.SZ,20250915,6.93,1.4236,2.1887,0.84,24.5522,21.4536,1.6225,1.4859,1.4949,2.886,2.1645,115253.5254,41621.6407,27071.6427,798706.931,288437.9701
000020.SZ,20250915,13.71,1.161,3.3992,0.87,105.6701,94.6317,9.2874,4.7535,4.4897,0.0,,28316.1227,18116.5391,6187.5497,388214.0422,248377.7511
000021.SZ,20250915,21.88,6.2648,9.5454,1.34,36.8595,33.559,2.7819,2.3128,2.2106,0.5916,0.8647,156728.0671,156702.9346,102847.0569,3429210.1081,3428660.209
000025.SZ,20250915,18.32,2.7367,5.9326,0.47,57.7984,54.8475,4.4671,3.0214,4.1304,0.1692,0.5459,43105.832,39277.832,18118.6699,789698.8422,719569.8822
000026.SZ,20250915,16.95,1.4497,2.6218,0.67,31.2126,44.1849,2.0631,1.7454,1.8852,2.3605,2.3599,40576.4007,36456.2983,20158.5656,687769.9919,617934.2562
000027.SZ,20250915,6.52,0.3058,1.2244,0.64,15.4693,15.8576,0.9555,0.7526,0.7289,2.1472,2.3006,475738.9916,475738.9916,118833.3328,3101818.2252,3101818.2252
000028.SZ,20250915,25.74,0.4848,1.3379,0.66,22.2975,25.3596,0.7899,0.1926,0.1952,2.6418,1.4219,55656.5077,47805.3712,17321.1225,1432598.5082,1230510.2547
000029.SZ,20250915,27.6,0.7163,2.4283,1.07,,,7.71,68.6002,30.6778,0.0,,101166.0,89166.0,26301.7736,2792181.6,2460981.6
000030.SZ,20250915,5.54,0.9741,3.5141,1.12,14.0904,14.3642,1.1893,0.5785,0.5697,4.5126,2.7429,171981.0845,167090.6445,46318.9412,952775.2081,925682.1705
000031.SZ,20250915,3.4,0.7256,2.3619,1.11,,,1.3518,0.4072,0.4171,0.0,,428631.3339,428630.4701,131681.1819,1457346.5353,1457343.5983
000032.SZ,20250915,23.16,2.8953,6.5609,0.76,79.9303,97.5652,4.2142,0.3911,0.4578,0.475,0.5181,113795.9234,108936.3764,48072.6799,2635513.5859,2522966.4774
000034.SZ,20250915,43.44,4.7833,5.1121,0.73,41.5644,46.7127,2.8902,0.2441,0.228,0.9317,0.6017,72019.6154,60159.2443,56289.7992,3128532.093,2613317.5724
000035.SZ,20250915,5.01,3.1409,4.4972,1.05,44.7495,95.3105,1.1546,2.2107,2.2392,0.4003,0.6709,250078.3182,242583.2661,169424.2014,1252892.3742,1215342.1632
000036.SZ,20250915,4.66,5.6234,8.0198,3.51,161.478,689.0538,1.3755,15.3814,15.5337,0.0,,140381.8725,140115.0983,98248.0024,654179.5259,652936.3581
000037.SZ,20250915,8.77,1.3133,2.2239,0.91,241.283,139.0365,3.6018,11.9335,12.5427,0.0,,60276.2596,33890.815,20013.5196,528622.7967,297222.4476
