ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20250219,11.71,0.6069,1.3693,0.8,4.8917,4.8818,0.5466,1.3797,1.5287,8.2408,8.2408,1940591.8198,1940561.7528,860097.6804,22724330.2099,22723978.1253
000002.SZ,20250219,7.65,1.8619,2.7945,0.55,7.5041,,0.3898,0.196,0.2309,0.0,,1193070.9471,971693.5865,647412.5074,9126992.7453,7433455.9367
000004.SZ,20250219,13.23,6.2801,7.7693,0.6,,,10.9635,15.9147,16.6177,0.0,,13238.0282,12628.8093,10208.1245,175139.1131,167079.147
000006.SZ,20250219,6.68,2.0977,3.3293,0.83,,,1.3984,3.2086,1.3244,0.0,,134999.5046,134998.7396,85059.9248,901796.6907,901791.5805
000007.SZ,20250219,6.57,0.9889,1.6103,0.75,63.2808,80.4348,17.6534,10.5189,10.4742,0.0,,34644.8044,34644.8044,21275.216,227616.3649,227616.3649
000008.SZ,20250219,2.96,6.2325,10.3107,2.44,,,2.3812,3.2013,3.5064,0.0,,271637.7683,268602.4366,162360.5909,804047.7942,795063.2123
000009.SZ,20250219,8.82,1.032,1.5824,0.61,30.0726,49.0994,2.2418,0.7411,1.0924,0.5102,0.5102,257921.3965,255143.0324,166387.8284,2274866.7171,2250361.5458
000010.SZ,20250219,2.83,2.6988,2.9962,0.62,,,14.8739,10.7407,7.9122,0.0,,114965.2292,52595.1361,47375.6697,325351.5986,148844.2352
000011.SZ,20250219,8.31,0.6162,1.7345,0.67,10.6733,20.9639,1.1057,1.6703,2.669,3.7545,3.7545,59597.9092,52647.5543,18702.6342,495258.6255,437501.1762
000012.SZ,20250219,4.99,0.537,0.8989,0.73,9.255,15.7093,1.089,0.8421,0.9257,5.01,5.01,307069.2107,195926.7327,117032.1432,1532275.3614,977674.3962
000014.SZ,20250219,10.24,1.5205,2.3044,0.63,4.7503,33.7052,1.4985,1.7841,5.0905,2.1094,2.1094,24204.6224,24204.6224,15971.0154,247855.3334,247855.3334
000016.SZ,20250219,4.86,4.2959,6.3932,0.61,,,2.8948,0.6556,1.055,0.0,,240794.5408,159659.38,107284.6868,1170261.4683,775944.5868
000017.SZ,20250219,5.83,3.3229,4.2041,0.79,224.4419,198.22,12.7077,7.0679,8.0449,0.0,,68918.4933,30298.4965,23947.6218,401794.8159,176640.2346
000019.SZ,20250219,6.46,1.0384,1.5965,1.0,21.4055,23.401,1.5386,1.2028,1.3506,3.096,3.096,115253.5254,41621.6407,27071.6427,744537.7741,268875.7989
000020.SZ,20250219,13.16,1.3598,3.9812,0.87,279.2921,246.1139,9.7764,5.129,5.0975,0.0,,28316.1227,18116.5391,6187.5497,372640.1747,238413.6546
000021.SZ,20250219,20.91,8.1604,12.4612,1.98,50.6234,37.968,2.8219,2.2876,2.307,0.6217,0.6217,156058.7588,156042.3713,102186.4936,3263188.6465,3262845.9839
000025.SZ,20250219,16.39,1.1629,2.868,0.84,59.7441,46.2873,4.1593,3.8257,2.623,0.1891,0.1891,43105.832,39277.832,15926.7546,706504.5865,643763.6665
