ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000001.SZ,20251125,11.8,0.5298,1.2598,0.83,5.1449,5.3108,0.5164,1.561,1.6865,8.178,5.0679,1940591.8198,1940560.0653,816048.1215,22898983.4736,22898608.7705
000002.SZ,20251125,6.04,0.9887,1.484,0.72,,,0.41,0.21,0.2531,0.0,,1193070.9471,971639.9629,647358.8838,7206148.5205,5868705.3759
000004.SZ,20251125,10.82,2.1727,2.938,0.52,,,38.767,14.518,19.4117,0.0,,13238.0282,12628.7768,9339.358,143235.4651,136643.365
000006.SZ,20251125,10.65,2.1657,3.4371,0.75,,,2.6641,2.3706,4.1773,,,134999.5046,134998.7396,85059.9248,1437744.724,1437736.5767
000007.SZ,20251125,9.47,2.4609,4.0074,0.62,58.149,57.9008,17.9603,10.6773,7.2442,0.0,,34644.8044,34644.8044,21275.216,328086.2977,328086.2977
000008.SZ,20251125,3.11,2.2931,3.7662,0.57,,,2.8821,4.0576,3.9683,0.0,,271637.7683,271629.6952,165387.8495,844793.4594,844768.3521
000009.SZ,20251125,10.08,1.2907,2.0816,0.56,150.6065,368.8864,2.5797,1.2853,1.1604,0.4464,0.2976,257921.3965,257602.0465,159722.8271,2599847.6767,2596628.6287
000010.SZ,20251125,3.85,3.477,4.187,0.66,251.1816,98.0363,13.5573,5.2556,4.8476,0.0,,114965.2292,83039.169,68959.1626,442616.1324,319700.8007
000011.SZ,20251125,9.93,1.3404,3.7732,0.69,,,1.7438,2.1645,1.8895,3.142,,59597.9092,52647.5543,18702.6342,591807.2384,522790.2142
000012.SZ,20251125,4.63,0.9162,1.5093,0.95,53.2938,,1.073,0.9199,1.0124,5.3996,1.4864,307069.2107,195931.6598,118935.415,1421730.4455,907163.5849
000014.SZ,20251125,15.53,5.513,8.3551,0.82,228.5619,,2.3622,10.5027,70.0729,1.3909,,24204.6224,24204.6224,15971.0154,375897.7859,375897.7859
000016.SZ,20251125,5.16,1.7366,2.5851,0.77,,,9.8172,1.1179,1.1641,0.0,,240794.5408,159659.38,107257.1368,1242499.8305,823842.4008
000017.SZ,20251125,8.02,21.683,39.9136,2.83,328.1201,136.9478,14.7675,9.5319,6.2947,0.0,,68918.4933,44082.1951,23947.6218,552726.3163,353539.2047
000019.SZ,20251125,7.53,11.6905,17.9738,1.39,26.6779,26.7632,1.7395,1.6146,1.5804,2.656,1.992,115253.5254,41621.6407,27071.6427,867859.0463,313410.9545
000020.SZ,20251125,15.42,6.1237,17.9296,0.84,118.85,99.7744,10.2755,5.3464,4.8875,0.0,,28316.1227,18116.5391,6187.5497,436634.612,279357.0329
000021.SZ,20251125,23.38,3.7142,5.6508,1.22,39.497,35.8603,2.8855,2.4783,2.409,0.5521,0.8069,157168.0518,157142.9193,103287.0416,3674589.0511,3674001.4532
000025.SZ,20251125,19.05,4.8752,10.5686,0.93,60.1015,53.9724,4.5434,3.1418,4.7933,0.1627,0.5249,43105.832,39277.832,18118.6699,821166.0996,748242.6996
000026.SZ,20251125,15.28,0.8533,1.5432,0.81,28.1374,41.9645,1.836,1.5734,1.7339,2.6185,2.6178,40576.4007,36456.2983,20158.5656,620007.4027,557052.238
000027.SZ,20251125,6.6,0.3626,1.4517,0.76,15.6591,17.0263,0.9591,0.7619,0.7262,2.1212,2.2727,475738.9916,475738.9916,118833.3328,3139877.3446,3139877.3446
000028.SZ,20251125,25.0,0.5743,1.6509,0.83,21.6564,26.053,0.755,0.1871,0.1905,2.72,1.464,55656.5077,47805.3712,16629.1269,1391412.6925,1195134.28
000029.SZ,20251125,24.55,0.5303,1.7882,0.81,,,6.7796,61.0194,22.6269,0.0,,101166.0,89166.0,26443.1094,2483625.3,2189025.3
