ts_code,ann_date,end_date,name,title,reward,hold_vol
600030.SH,20200320,20191231,唐臻怡,原执行委员会委员,957000.0,0.0
600030.SH,20200320,20191231,薛继锐,执行委员会委员,10168600.0,0.0
600030.SH,20200320,20191231,李春波,执行委员会委员,9168600.0,0.0
600030.SH,20200320,20191231,葛小波,"原财务总监,原首席风险官",3058700.0,870000.0
600030.SH,20200320,20191231,刘克,独立非执行董事,156000.0,0.0
600030.SH,20200320,20191231,雷勇,原职工监事,3457500.0,483285.0
600030.SH,20200320,20191231,邹迎光,执行委员会委员,6668600.0,0.0
600030.SH,20200320,20191231,金剑华,高级管理层成员,9218500.0,350000.0
600030.SH,20200320,20191231,孙毅,高级管理层成员,9923600.0,0.0
600030.SH,20200320,20191231,杨振宇,原职工监事,2528900.0,81000.0
600030.SH,20200320,20191231,刘好,"原监事,原监事会主席",2537000.0,0.0
600030.SH,20200320,20191231,马尧,执行委员会委员,9918000.0,20000.0
600030.SH,20200320,20191231,张国明,"合规总监,首席风险官",5792600.0,0.0
600030.SH,20200320,20191231,蔡坚,原首席风险官,2795000.0,0.0
600030.SH,20200320,20191231,张佑君,"董事长,执行委员会委员,代董事会秘书",4950600.0,374.0
600030.SH,20200320,20191231,陈尚伟,原独立非执行董事,40500.0,0.0
600030.SH,20200320,20191231,宋群力,总工程师(首席信息官),3792600.0,0.0
600030.SH,20200320,20191231,周忠惠,独立非执行董事,90500.0,0.0
600030.SH,20200320,20191231,李宁,"职工监事,监事会召集人",,0.0
600030.SH,20200320,20191231,郑京,"原董事会秘书,原公司秘书",3909300.0,0.0
600030.SH,20200320,20191231,叶新江,高级管理层成员,8634000.0,0.0
600030.SH,20200320,20191231,高愈湘,高级管理层成员,10668600.0,0.0
600030.SH,20200320,20191231,杨冰,执行委员会委员,11318000.0,0.0
600030.SH,20200320,20191231,牛学坤,职工监事,,0.0
600030.SH,20200320,20191231,饶戈平,监事,100000.0,0.0
600030.SH,20200320,20191231,李勇进,执行委员会委员,7918600.0,0.0
600030.SH,20200320,20191231,郭昭,监事,100000.0,0.0
600030.SH,20200320,20191231,何佳,独立非执行董事,156000.0,0.0
600030.SH,20200320,20191231,张皓,首席营销总监,8946000.0,0.0
600030.SH,20200320,20191231,杨明辉,"执行董事,总经理,执行委员会委员",9898600.0,0.0
600030.SH,20190322,20181231,张皓,首席营销总监,7796900.0,0.0
600030.SH,20190322,20181231,张国明,合规总监,5466900.0,0.0
600030.SH,20190322,20181231,杨冰,执行委员会委员,9238500.0,0.0
600030.SH,20190322,20181231,郭昭,监事,100000.0,0.0
600030.SH,20190322,20181231,蔡坚,原首席风险官,3191100.0,0.0
600030.SH,20190322,20181231,陈尚伟,独立非执行董事,153000.0,0.0
600030.SH,20190322,20181231,李放,"原监事,原监事会主席",278700.0,0.0
600030.SH,20190322,20181231,叶新江,高级管理层成员,270900.0,0.0
600030.SH,20190322,20181231,刘克,独立非执行董事,156000.0,0.0
600030.SH,20190322,20181231,宋群力,总工程师,3637400.0,0.0
600030.SH,20190322,20181231,薛继锐,执行委员会委员,10766100.0,0.0
600030.SH,20190322,20181231,李冏,总司库,6870200.0,0.0
600030.SH,20190322,20181231,马尧,执行委员会委员,11914400.0,20000.0
600030.SH,20190322,20181231,邹迎光,执行委员会委员,4166400.0,0.0
600030.SH,20190322,20181231,孙毅,高级管理层成员,797100.0,0.0
600030.SH,20190322,20181231,李勇进,执行委员会委员,7086100.0,0.0
600030.SH,20190322,20181231,金剑华,高级管理层成员,,350000.0
600030.SH,20190322,20181231,杨明辉,"执行董事,总经理,执行委员会委员",9794800.0,0.0
600030.SH,20190322,20181231,陈忠,原非执行董事,,0.0
600030.SH,20190322,20181231,唐臻怡,原执行委员会委员,5837900.0,0.0
600030.SH,20190322,20181231,高愈湘,高级管理层成员,,0.0
600030.SH,20190322,20181231,饶戈平,监事,100000.0,0.0
600030.SH,20190322,20181231,李春波,执行委员会委员,8446600.0,0.0
600030.SH,20190322,20181231,匡涛,非执行董事,,0.0
600030.SH,20190322,20181231,雷勇,职工监事,4246700.0,483285.0
600030.SH,20190322,20181231,郑京,"董事会秘书,公司秘书",3599900.0,0.0
600030.SH,20190322,20181231,何佳,独立非执行董事,156000.0,0.0
600030.SH,20190322,20181231,刘好,"监事,监事会主席",,0.0
600030.SH,20190322,20181231,张佑君,"执行董事,董事长,执行委员会委员",4948400.0,374.0
600030.SH,20190322,20181231,葛小波,"财务负责人,执行委员会委员,首席风险官",15668700.0,870000.0
600030.SH,20190322,20181231,杨振宇,职工监事,2220700.0,81000.0
600030.SH,20180323,20171231,张佑君,"执行董事,董事长,执行委员会委员",5531800.0,374.0
600030.SH,20180323,20171231,杨明辉,"执行董事,总经理,执行委员会委员",6906000.0,0.0
600030.SH,20180323,20171231,陈忠,非执行董事,,0.0
600030.SH,20180323,20171231,刘克,独立非执行董事,162000.0,0.0
600030.SH,20180323,20171231,何佳,独立非执行董事,162000.0,0.0
600030.SH,20180323,20171231,陈尚伟,独立非执行董事,159000.0,0.0
600030.SH,20180323,20171231,雷勇,"职工监事,监事会召集人",3495200.0,483285.0
600030.SH,20180323,20171231,郭昭,监事,100000.0,0.0
600030.SH,20180323,20171231,饶戈平,监事,100000.0,0.0
600030.SH,20180323,20171231,杨振宇,职工监事,1838700.0,81000.0
600030.SH,20180323,20171231,葛小波,"财务负责人,执行委员会委员",4125300.0,870000.0
600030.SH,20180323,20171231,马尧,执行委员会委员,275400.0,20000.0
600030.SH,20180323,20171231,薛继锐,执行委员会委员,415000.0,0.0
600030.SH,20180323,20171231,杨冰,执行委员会委员,415000.0,0.0
600030.SH,20180323,20171231,李春波,执行委员会委员,275400.0,0.0
600030.SH,20180323,20171231,邹迎光,执行委员会委员,553400.0,0.0
600030.SH,20180323,20171231,李勇进,执行委员会委员,341300.0,0.0
600030.SH,20180323,20171231,宋群力,总工程师,468700.0,0.0
600030.SH,20180323,20171231,张皓,首席营销总监,407200.0,0.0
600030.SH,20180323,20171231,张国明,合规总监,3371700.0,0.0
600030.SH,20180323,20171231,蔡坚,首席风险官,3037700.0,0.0
600030.SH,20180323,20171231,李冏,总司库,415000.0,0.0
600030.SH,20180323,20171231,郑京,"董事会秘书,公司秘书",3003900.0,0.0
600030.SH,20180323,20171231,殷可,原执行董事,738500.0,0.0
600030.SH,20180323,20171231,李放,"原监事,原监事会主席",4942800.0,0.0
600030.SH,20180323,20171231,唐臻怡,执行委员会委员,,0.0
600030.SH,20170323,20161231,陈忠,非执行董事,,0.0
600030.SH,20170323,20161231,刘克,独立非执行董事,165000.0,0.0
600030.SH,20170323,20161231,何佳,独立非执行董事,118500.0,0.0
600030.SH,20170323,20161231,陈尚伟,独立非执行董事,100000.0,0.0
600030.SH,20170323,20161231,李放,"监事,监事会主席",1099200.0,0.0
600030.SH,20170323,20161231,郭昭,监事,100000.0,0.0
600030.SH,20170323,20161231,雷勇,职工监事,2785700.0,483285.0
600030.SH,20170323,20161231,杨振宇,职工监事,2284600.0,81000.0
600030.SH,20170323,20161231,葛小波,财务负责人,,870000.0
600030.SH,20170323,20161231,张国明,合规总监,2769000.0,0.0
600030.SH,20170323,20161231,倪军,原监事会主席,83090.0,0.0
600030.SH,20170323,20161231,蔡坚,首席风险官,2836400.0,0.0
600030.SH,20170323,20161231,郑京,"董事会秘书,公司秘书",2698400.0,0.0
600030.SH,20170323,20161231,方军,原非执行董事,0.0,0.0
600030.SH,20170323,20161231,李港卫,原独立非执行董事,59000.0,0.0
600030.SH,20170323,20161231,王东明,"原执行董事,原董事长",165670.0,0.0
600030.SH,20170323,20161231,张佑君,"执行董事,董事长",2802900.0,374.0
600030.SH,20170323,20161231,杨明辉,"执行董事,总经理",7216600.0,0.0
600030.SH,20170323,20161231,饶戈平,"监事,原独立非执行董事",121500.0,0.0
600030.SH,20170323,20161231,殷可,原执行董事,,0.0
600030.SH,20160324,20151231,闫建霖,原执行委员会委员,6984700.0,0.0
600030.SH,20160324,20151231,葛小波,原执行委员会委员,5531500.0,990000.0
600030.SH,20160324,20151231,张佑君,"执行董事,董事长",,374.0
600030.SH,20160324,20151231,倪军,原监事会主席,5820000.0,1368363.0
600030.SH,20160324,20151231,李放,监事,,0.0
600030.SH,20160324,20151231,饶戈平,独立非执行董事,156000.0,0.0
600030.SH,20160324,20151231,陈军,原执行委员会委员,5422900.0,0.0
600030.SH,20160324,20151231,程博明,"原执行董事,总经理",5838500.0,1733160.0
600030.SH,20160324,20151231,刘威,原执行委员会委员,7489600.0,252258.0
600030.SH,20160324,20151231,吴晓球,原独立非执行董事,153000.0,0.0
600030.SH,20160324,20151231,方军,非执行董事,,0.0
600030.SH,20160324,20151231,李港卫,独立非执行董事,153000.0,0.0
600030.SH,20160324,20151231,杨明辉,执行董事,,0.0
600030.SH,20160324,20151231,徐刚,原执行委员会委员,5317000.0,870000.0
600030.SH,20160324,20151231,王东明,"原执行董事,原董事长",5397000.0,2649750.0
600030.SH,20160324,20151231,蔡坚,首席风险官,,0.0
600030.SH,20160324,20151231,刘克,独立非执行董事,,0.0
600030.SH,20160324,20151231,殷可,执行董事,7817325.0,0.0
600030.SH,20160324,20151231,刘乐飞,"原执行董事,副董事长",,0.0
600030.SH,20160324,20151231,张国明,合规总监,3393100.0,0.0
600030.SH,20160324,20151231,郑京,"董事会秘书,公司秘书",4100300.0,0.0
600030.SH,20160324,20151231,郭昭,监事,100000.0,0.0
600030.SH,20160324,20151231,居伟民,原非执行董事,36300.0,0.0
600030.SH,20160324,20151231,雷勇,职工监事,4221200.0,483285.0
600030.SH,20160324,20151231,何德旭,原监事,50000.0,0.0
600030.SH,20160324,20151231,杨振宇,职工监事,3292300.0,81000.0
600030.SH,20150324,20141231,王东明,"执行董事,董事长,执行委员会委员",5318900.0,2649750.0
600030.SH,20150324,20141231,魏本华,原独立非执行董事,118500.0,0.0
600030.SH,20150324,20141231,饶戈平,独立非执行董事,153000.0,0.0
600030.SH,20150324,20141231,闫建霖,执行委员会委员,5028200.0,0.0
600030.SH,20150324,20141231,李港卫,独立非执行董事,156000.0,0.0
600030.SH,20150324,20141231,郑京,董事会秘书,1618900.0,0.0
600030.SH,20150324,20141231,方军,非执行董事,,0.0
600030.SH,20150324,20141231,郭昭,监事,100000.0,0.0
600030.SH,20150324,20141231,徐刚,执行委员会委员,5024200.0,870000.0
600030.SH,20150324,20141231,何德旭,监事,100000.0,0.0
600030.SH,20150324,20141231,陈军,执行委员会委员,5235500.0,0.0
600030.SH,20150324,20141231,刘威,执行委员会委员,5411200.0,252258.0
600030.SH,20150324,20141231,雷勇,监事,2877300.0,483285.0
600030.SH,20150324,20141231,吴晓球,独立非执行董事,156000.0,0.0
600030.SH,20150324,20141231,杨振宇,监事,1470800.0,81000.0
600030.SH,20150324,20141231,殷可,"执行董事,副董事长,执行委员会委员",13170974.0,0.0
600030.SH,20150324,20141231,程博明,"执行董事,总经理,执行委员会委员",5766600.0,1733160.0
600030.SH,20150324,20141231,张国明,合规总监,1404500.0,0.0
600030.SH,20150324,20141231,居伟民,非执行董事,103000.0,0.0
600030.SH,20150324,20141231,葛小波,"执行委员会委员,财务负责人",5232500.0,990000.0
600030.SH,20150324,20141231,刘乐飞,"执行董事,副董事长",,0.0
600030.SH,20150324,20141231,倪军,监事会主席,2267800.0,1368363.0
600030.SH,20140328,20131231,李港卫,独立非执行董事,162000.0,0.0
600030.SH,20140328,20131231,饶戈平,独立非执行董事,159000.0,0.0
600030.SH,20140328,20131231,倪军,监事会主席,2163500.0,1728363.0
600030.SH,20140328,20131231,徐刚,执行委员会委员,4668900.0,870000.0
600030.SH,20140328,20131231,居伟民,非执行董事,100000.0,0.0
600030.SH,20140328,20131231,陈军,执行委员会委员,3555200.0,0.0
600030.SH,20140328,20131231,张国明,合规总监,1611300.0,0.0
600030.SH,20140328,20131231,方军,非执行董事,,0.0
600030.SH,20140328,20131231,魏本华,独立非执行董事,162000.0,0.0
600030.SH,20140328,20131231,杨振宇,"监事,综合管理部行政负责人",1499100.0,108000.0
600030.SH,20140328,20131231,何德旭,监事,100000.0,0.0
600030.SH,20140328,20131231,吴晓球,独立非执行董事,162000.0,0.0
600030.SH,20140328,20131231,闫建霖,执行委员会委员,3646800.0,0.0
600030.SH,20140328,20131231,雷勇,"监事,合规部董事总经理",2472500.0,483285.0
600030.SH,20140328,20131231,葛小波,执行委员会委员,4386500.0,1310000.0
600030.SH,20140328,20131231,黄卫东,原执行委员会委员,3226900.0,1728363.0
600030.SH,20140328,20131231,德地立人,原执行委员会委员,3527000.0,0.0
600030.SH,20140328,20131231,郑京,"董事会秘书,公司秘书",1334400.0,0.0
600030.SH,20140328,20131231,王东明,"董事长,执行董事,执行委员会委员",5834300.0,2649750.0
600030.SH,20140328,20131231,郭昭,监事,100000.0,0.0
600030.SH,20140328,20131231,程博明,"执行董事,总经理,执行委员会委员",5767300.0,1733160.0
600030.SH,20140328,20131231,殷可,"副董事长,执行董事,执行委员会委员",9991883.0,0.0
600030.SH,20140328,20131231,刘乐飞,执行董事,,0.0
600030.SH,20140328,20131231,刘威,执行委员会委员,7969700.0,252258.0
600030.SH,20130328,20121231,程博明,"执行董事,总经理,执行委员会委员",2825900.0,1733160.0
600030.SH,20130328,20121231,何德旭,监事,90000.0,0.0
600030.SH,20130328,20121231,王东明,"董事长,执行董事,执行委员会委员",3479200.0,2649750.0
600030.SH,20130328,20121231,李健,原独立非执行董事,60000.0,0.0
600030.SH,20130328,20121231,雷勇,"监事,经纪业务发展与管理委员会董事",2100700.0,483285.0
600030.SH,20130328,20121231,笪新亚,原非执行董事,1124200.0,1644182.0
600030.SH,20130328,20121231,杨振宇,"监事,综合管理部行政负责人",1900500.0,108000.0
600030.SH,20130328,20121231,杨华良,原非执行董事,,0.0
600030.SH,20130328,20121231,吴晓球,独立非执行董事,75000.0,0.0
600030.SH,20130328,20121231,郑京,"董事会秘书,公司秘书",1798500.0,0.0
600030.SH,20130328,20121231,魏本华,独立非执行董事,25000.0,0.0
600030.SH,20130328,20121231,李港卫,独立非执行董事,135000.0,0.0
600030.SH,20130328,20121231,饶戈平,独立非执行董事,135000.0,0.0
600030.SH,20130328,20121231,居伟民,非执行董事,90000.0,0.0
600030.SH,20130328,20121231,张极井,原非执行董事,40000.0,0.0
600030.SH,20130328,20121231,倪军,监事会主席,2264700.0,1728363.0
600030.SH,20130328,20121231,张佑君,原非执行董事,,1733160.0
600030.SH,20130328,20121231,郭昭,监事,90000.0,0.0
600030.SH,20130328,20121231,徐刚,执行委员会委员,2553800.0,870000.0
600030.SH,20130328,20121231,葛小波,执行委员会委员,2432700.0,1310000.0
600030.SH,20130328,20121231,冯祖新,原独立非执行董事,60000.0,0.0
600030.SH,20130328,20121231,吴建伟,原合规总监,1005200.0,0.0
600030.SH,20130328,20121231,殷可,"副董事长,执行董事,执行委员会委员",8021106.0,0.0
600030.SH,20130328,20121231,方军,非执行董事,,0.0
600030.SH,20130328,20121231,德地立人,执行委员会委员,3782400.0,0.0
600030.SH,20130328,20121231,黄卫东,执行委员会委员,2574800.0,1728363.0
600030.SH,20130328,20121231,刘乐飞,原非执行董事,,0.0
600030.SH,20120330,20111231,吴建伟,合规总监,1973000.0,0.0
600030.SH,20120330,20111231,葛小波,执行委员会委员,2768000.0,1740000.0
600030.SH,20120330,20111231,谭宁,原董事会秘书,849000.0,1733160.0
600030.SH,20120330,20111231,杨华良,非执行董事,,0.0
600030.SH,20120330,20111231,王东明,"董事长,执行董事,执行委员会委员",3709000.0,2649750.0
600030.SH,20120330,20111231,居伟民,非执行董事,80000.0,0.0
600030.SH,20120330,20111231,李健,独立非执行董事,120000.0,0.0
600030.SH,20120330,20111231,何德旭,监事,80000.0,0.0
600030.SH,20120330,20111231,张极井,非执行董事,80000.0,0.0
600030.SH,20120330,20111231,倪军,监事会主席,2542000.0,1728363.0
600030.SH,20120330,20111231,张宏久,原独立董事,120000.0,0.0
600030.SH,20120330,20111231,德地立人,执行委员会委员,5570000.0,0.0
600030.SH,20120330,20111231,郭昭,监事,80000.0,0.0
600030.SH,20120330,20111231,饶戈平,独立非执行董事,50000.0,0.0
600030.SH,20120330,20111231,雷勇,"监事,经纪业务发展与管理委员会董事",2154000.0,483285.0
600030.SH,20120330,20111231,郑京,"董事会秘书,公司秘书",1754000.0,0.0
600030.SH,20120330,20111231,杨振宇,"监事,综合管理部行政负责人",1814000.0,108000.0
600030.SH,20120330,20111231,程博明,"总经理,执行委员会委员",3193000.0,1733160.0
600030.SH,20120330,20111231,冯祖新,独立非执行董事,120000.0,0.0
600030.SH,20120330,20111231,李扬,原独立董事,,0.0
600030.SH,20120330,20111231,张佑君,非执行董事,,1733160.0
600030.SH,20120330,20111231,殷可,"副董事长,执行董事,执行委员会委员",15993450.0,0.0
600030.SH,20120330,20111231,笪新亚,非执行董事,2537000.0,1644182.0
600030.SH,20120330,20111231,李港卫,独立非执行董事,20000.0,0.0
600030.SH,20120330,20111231,徐刚,执行委员会委员,2886000.0,870000.0
600030.SH,20120330,20111231,刘乐飞,非执行董事,,0.0
600030.SH,20120330,20111231,黄卫东,执行委员会委员,2888000.0,1728363.0
600030.SH,20120330,20111231,吴玉明,原执行委员会委员,961000.0,1728363.0
600030.SH,20110409,20101231,郭昭,监事,80000.0,0.0
600030.SH,20110409,20101231,杨振宇,"监事,综合管理部",848000.0,108000.0
600030.SH,20110409,20101231,倪军,监事会主席,2428400.0,1728363.0
600030.SH,20110409,20101231,张极井,董事,80000.0,0.0
600030.SH,20110409,20101231,吴玉明,执行委员会委员,2556200.0,1728363.0
600030.SH,20110409,20101231,葛小波,执行委员会委员,2556200.0,1740000.0
600030.SH,20110409,20101231,居伟民,董事,80000.0,0.0
600030.SH,20110409,20101231,冯征,原监事会主席,2428400.0,0.0
600030.SH,20110409,20101231,何德旭,监事,80000.0,0.0
600030.SH,20110409,20101231,刘乐飞,董事,,0.0
600030.SH,20110409,20101231,雷勇,"监事,经纪业务管理部",1526800.0,483285.0
600030.SH,20110409,20101231,殷可,"副董事长,执行委员会委员",,0.0
600030.SH,20110409,20101231,徐刚,执行委员会委员,2556200.0,870000.0
600030.SH,20110409,20101231,笪新亚,董事,2556200.0,1644182.0
600030.SH,20110409,20101231,李健,独立董事,120000.0,0.0
600030.SH,20110409,20101231,黄卫东,执行委员会委员,2684100.0,1728363.0
600030.SH,20110409,20101231,张宏久,独立董事,120000.0,0.0
600030.SH,20110409,20101231,杨华良,董事,,0.0
600030.SH,20110409,20101231,程博明,"总经理,执行委员会委员",2876900.0,1733160.0
600030.SH,20110409,20101231,德地立人,执行委员会委员,3886600.0,0.0
600030.SH,20110409,20101231,谭宁,董事会秘书,2428400.0,1733160.0
600030.SH,20110409,20101231,吴建伟,合规总监,1455300.0,0.0
600030.SH,20110409,20101231,张佑君,董事,,1733160.0
600030.SH,20110409,20101231,冯祖新,独立董事,120000.0,0.0
600030.SH,20110409,20101231,李扬,独立董事,,0.0
600030.SH,20110409,20101231,王东明,"董事长,执行委员会委员",2980300.0,2649750.0
600030.SH,20110820,20100630,黄卫东,副总经理,,1728363.0
600030.SH,20110820,20100630,吴玉明,副总经理,,1728363.0
600030.SH,20110820,20100630,倪军,监事会主席,,1728363.0
600030.SH,20110820,20100630,李扬,独立董事,,0.0
600030.SH,20110820,20100630,吴建伟,合规总监,,0.0
600030.SH,20110820,20100630,殷可,董事,,0.0
600030.SH,20110820,20100630,张极井,董事,,0.0
600030.SH,20110820,20100630,谭宁,董事会秘书,,1733160.0
600030.SH,20110820,20100630,王东明,董事长,,2649750.0
600030.SH,20110820,20100630,张佑君,董事,,1733160.0
600030.SH,20110820,20100630,笪新亚,董事,,1644182.0
600030.SH,20110820,20100630,张宏久,独立董事,,0.0
600030.SH,20110820,20100630,雷勇,"监事,经纪业务管理部",,483285.0
600030.SH,20110820,20100630,杨华良,董事,,0.0
600030.SH,20110820,20100630,何德旭,监事,,0.0
600030.SH,20110820,20100630,刘乐飞,董事,,0.0
600030.SH,20110820,20100630,居伟民,董事,,0.0
600030.SH,20110820,20100630,李健,独立董事,,0.0
600030.SH,20110820,20100630,德地立人,副总经理,,0.0
600030.SH,20110820,20100630,冯征,监事会主席,,0.0
600030.SH,20110820,20100630,杨振宇,"监事,总部办公楼筹备组",,108000.0
600030.SH,20110820,20100630,郭昭,监事,,0.0
600030.SH,20110820,20100630,程博明,总经理,,1733160.0
600030.SH,20110820,20100630,冯祖新,独立董事,,0.0
600030.SH,20110409,20091231,王彩俊,独立董事,60000.0,0.0
600030.SH,20110409,20091231,雷勇,监事,1154100.0,322190.0
600030.SH,20110409,20091231,程博明,总经理,2075700.0,1155440.0
600030.SH,20110409,20091231,邬小蕙,董事,40000.0,0.0
600030.SH,20110409,20091231,吴玉明,副总经理,2025700.0,1152242.0
600030.SH,20110409,20091231,王东明,董事长,2111900.0,1766500.0
600030.SH,20110409,20091231,谭宁,董事会秘书,2005700.0,1155440.0
600030.SH,20110409,20091231,殷可,董事,,0.0
600030.SH,20110409,20091231,德地立人,副总经理,2804200.0,0.0
600030.SH,20110409,20091231,张佑君,董事,,1155440.0
600030.SH,20110409,20091231,吴幼光,董事,40000.0,0.0
600030.SH,20110409,20091231,万寿义,独立董事,60000.0,0.0
600030.SH,20110409,20091231,刘乐飞,董事,,0.0
600030.SH,20110409,20091231,杨振宇,职工监事,641000.0,72000.0
600030.SH,20110409,20091231,何德旭,监事,80000.0,0.0
600030.SH,20110409,20091231,黄卫东,副总经理,2028800.0,1152242.0
600030.SH,20110409,20091231,李健,独立董事,120000.0,0.0
600030.SH,20110409,20091231,卿虹,监事,40000.0,0.0
600030.SH,20110409,20091231,笪新亚,董事,2028800.0,1096121.0
600030.SH,20110409,20091231,杨华良,董事,,0.0
600030.SH,20110409,20091231,居伟民,董事,80000.0,0.0
600030.SH,20110409,20091231,吴建伟,合规总监,1100000.0,0.0
600030.SH,20110409,20091231,秦永忠,监事会副主席,26600.0,0.0
600030.SH,20110409,20091231,张耀,监事,628600.0,79200.0
600030.SH,20110409,20091231,冯祖新,独立董事,120000.0,0.0
600030.SH,20110409,20091231,李扬,独立董事,120000.0,0.0
600030.SH,20110409,20091231,郭昭,监事,80000.0,0.0
600030.SH,20110409,20091231,倪军,总会计师,2028800.0,1152242.0
600030.SH,20110409,20091231,张宏久,独立董事,120000.0,0.0
600030.SH,20110409,20091231,张极井,董事,80000.0,0.0
600030.SH,20110409,20091231,李如成,董事,13300.0,3000.0
600030.SH,20110409,20091231,冯征,监事会主席,2028800.0,0.0
600030.SH,20090430,20081231,谭宁,董事会秘书,1860000.0,1155440.0
600030.SH,20090430,20081231,倪军,总会计师,1880000.0,1152242.0
600030.SH,20090430,20081231,张耀,监事,610000.0,79200.0
600030.SH,20090430,20081231,德地立人,副总经理,1930000.0,0.0
600030.SH,20090430,20081231,邬小蕙,董事,80000.0,0.0
600030.SH,20090430,20081231,张懿宸,董事,53300.0,0.0
600030.SH,20090430,20081231,杜兰库,独立董事,120000.0,0.0
600030.SH,20090430,20081231,冯祖新,独立董事,120000.0,0.0
600030.SH,20090430,20081231,王东明,董事长,1960000.0,1766500.0
600030.SH,20090430,20081231,雷勇,监事,1120000.0,322190.0
600030.SH,20090430,20081231,张极井,董事,80000.0,0.0
600030.SH,20090430,20081231,吴玉明,副总经理,1880000.0,1152242.0
600030.SH,20090430,20081231,郭昭,监事,80000.0,0.0
600030.SH,20090430,20081231,杨华良,董事,53300.0,0.0
600030.SH,20090430,20081231,程博明,常务副总经理,1930000.0,1155440.0
600030.SH,20090430,20081231,秦永忠,监事会副主席,80000.0,0.0
600030.SH,20090430,20081231,王彩俊,独立董事,120000.0,0.0
600030.SH,20090430,20081231,冯征,监事会主席,1880000.0,0.0
600030.SH,20090430,20081231,边俊江,独立董事,120000.0,0.0
600030.SH,20090430,20081231,吴幼光,董事,80000.0,0.0
600030.SH,20090430,20081231,张佑君,董事,,1155440.0
600030.SH,20090430,20081231,周一敏,董事,13300.0,0.0
600030.SH,20090430,20081231,刘乐飞,董事,53300.0,0.0
600030.SH,20090430,20081231,何德旭,监事,80000.0,0.0
600030.SH,20090430,20081231,卿虹,监事,80000.0,0.0
600030.SH,20090430,20081231,黄卫东,副总经理,1880000.0,1152242.0
600030.SH,20090430,20081231,笪新亚,"董事,副总经理",1880000.0,1096121.0
600030.SH,20090430,20081231,居伟民,董事,80000.0,0.0
600030.SH,20090430,20081231,万寿义,独立董事,120000.0,0.0
600030.SH,20090430,20081231,李如成,董事,80000.0,3000.0
600030.SH,20090430,20081231,李健,独立董事,120000.0,0.0
600030.SH,20090430,20081231,杨振宇,监事,610000.0,72000.0
600030.SH,20090430,20081231,张宏久,独立董事,120000.0,0.0
600030.SH,20090430,20081231,李扬,独立董事,120000.0,0.0
600030.SH,20090815,20080630,笪新亚,"董事,副总经理",,1096121.0
600030.SH,20090815,20080630,吴玉明,副总经理,,1152242.0
600030.SH,20090815,20080630,卿虹,监事,,0.0
600030.SH,20090815,20080630,吴幼光,董事,,0.0
600030.SH,20090815,20080630,何德旭,监事,,0.0
600030.SH,20090815,20080630,德地立人,副总经理,,0.0
600030.SH,20090815,20080630,周一敏,董事,,0.0
600030.SH,20090815,20080630,杨振宇,监事,,72000.0
600030.SH,20090815,20080630,雷勇,监事,,322190.0
600030.SH,20090815,20080630,刘乐飞,董事,,0.0
600030.SH,20090815,20080630,冯祖新,独立董事,,0.0
600030.SH,20090815,20080630,张佑君,董事,,1155440.0
600030.SH,20090815,20080630,郭昭,监事,,0.0
600030.SH,20090815,20080630,程博明,常务副总经理,,1155440.0
600030.SH,20090815,20080630,黄卫东,副总经理,,1152242.0
600030.SH,20090815,20080630,张耀,监事,,79200.0
600030.SH,20090815,20080630,冯征,监事会主席,,0.0
600030.SH,20090815,20080630,张懿宸,董事,,0.0
600030.SH,20090815,20080630,万寿义,独立董事,,0.0
600030.SH,20090815,20080630,李健,独立董事,,0.0
600030.SH,20090815,20080630,王彩俊,独立董事,,0.0
600030.SH,20090815,20080630,居伟民,董事,,0.0
600030.SH,20090815,20080630,邬小蕙,董事,,0.0
600030.SH,20090815,20080630,李扬,独立董事,,0.0
600030.SH,20090815,20080630,张宏久,独立董事,,0.0
600030.SH,20090815,20080630,秦永忠,监事会副主席,,0.0
600030.SH,20090815,20080630,王东明,董事长,,1766500.0
600030.SH,20090815,20080630,谭宁,董事会秘书,,1155440.0
600030.SH,20090815,20080630,杜兰库,独立董事,,0.0
600030.SH,20090815,20080630,倪军,总会计师,,1152242.0
600030.SH,20090815,20080630,边俊江,独立董事,,0.0
600030.SH,20090815,20080630,李如成,董事,,3000.0
600030.SH,20090815,20080630,张极井,董事,,0.0
600030.SH,20090815,20080630,杨华良,董事,,0.0
600030.SH,20080317,20071231,邬小蕙,董事,80000.0,0.0
600030.SH,20080317,20071231,张佑君,董事,,577720.0
600030.SH,20080317,20071231,程博明,常务副总经理,2400000.0,577720.0
600030.SH,20080317,20071231,李如成,董事,80000.0,1500.0
600030.SH,20080317,20071231,李扬,独立董事,120000.0,0.0
600030.SH,20080317,20071231,德地立人,副总经理,4750000.0,0.0
600030.SH,20080317,20071231,冯征,监事会主席,2360000.0,0.0
600030.SH,20080317,20071231,杨振宇,监事,710000.0,36000.0
600030.SH,20080317,20071231,秦永忠,监事会副主席,80000.0,0.0
600030.SH,20080317,20071231,冯祖新,独立董事,120000.0,0.0
600030.SH,20080317,20071231,张耀,监事,670000.0,39600.0
600030.SH,20080317,20071231,李健,独立董事,120000.0,0.0
600030.SH,20080317,20071231,张懿宸,董事,80000.0,0.0
600030.SH,20080317,20071231,万寿义,独立董事,120000.0,0.0
600030.SH,20080317,20071231,张宏久,独立董事,120000.0,0.0
600030.SH,20080317,20071231,笪新亚,"董事,副总经理",2360000.0,576121.0
